subject,sq_err_full,sq_err_driving,sq_err_demo,sq_err_baseline
1010,0.16947223832564792,0.20266837227086318,0.21336129536895562,0.2174724461955784
1016,1.3928800669820076,1.485232926638552,1.4784258110750066,1.6477845079066584
1018,0.03037365580731708,0.06452257138978097,0.02578642176913826,0.046802740725732685
1026,0.14894362428298666,0.20027521922973376,0.10689440062586733,0.28479362431619554
1030,0.5655260952841709,0.2920044768979688,0.6496270279334602,0.2174724461955784
1033,0.0026793976928725996,2.7405920767134695e-06,0.010817817954190302,0.0011330352558869639
1037,0.468437419565612,0.46278335249033176,0.41077092707820184,0.2174724461955784
1042,0.011340268611726044,0.08046332978604125,0.0039952840905584696,0.08046332978604125
1045,0.2643687726165657,0.2440810192405551,0.29090750248509517,0.2174724461955784
1046,0.2447854215132957,0.37646130777199516,0.15192257397141573,0.2174724461955784
1047,1.634453557214196,1.9617031823592808,1.8589057819445176,2.352114802436813
1066,0.670078798620068,0.8723812016982752,0.7057785409792999,1.068454213376504
1071,0.04942702513513276,0.08578235042050635,0.04480941997110164,0.046802740725732685
1072,0.30542601029588495,0.2174724461955784,0.3300202400885905,0.2174724461955784
1074,1.2491035618590913,1.5276795500743952,1.2430069372537327,1.6477845079066584
1075,1.4804858748882543,1.5980746187283354,1.6620928289357881,1.6477845079066584
1079,0.3112100368048253,0.3265119075427787,0.27914264890258805,0.2174724461955784
1085,0.020045734766749815,0.10062658216057331,0.006494104530158096,0.08046332978604125
1091,0.2743641431537262,0.14144511950861588,0.3707454606254532,0.28479362431619554
1094,0.26355516655789685,0.176122197452577,0.2799962829363248,0.2174724461955784
1101,0.8017880125078334,0.9276898478049901,0.8291168706900248,1.068454213376504
1107,0.24280664905828292,0.2774626903741346,0.24952411159877055,0.2174724461955784
1120,0.18543158250398964,0.17230373898075213,0.31845722080162137,0.28479362431619554
1134,0.00978391407821304,0.016588460536838635,0.012520790510277194,0.0011330352558869639
1139,0.01410324230935245,0.02789751512377941,0.010714069606488455,0.08046332978604125
1141,1.1030959950528747,1.2260965353430582,0.9825469120851055,1.068454213376504
1150,0.3119363116042734,0.2174724461955784,0.3291292082846671,0.2174724461955784
1158,0.43701048313446833,0.186388802320157,0.5608728947577383,0.2174724461955784
1162,2.04439021695431,2.280735534171443,1.8676915247180812,2.352114802436813
1168,0.0022039804545137772,0.01613907168097332,0.00024260845744924022,0.0011330352558869639
1172,0.347099843516514,0.3806078627107166,0.280376243426116,0.2174724461955784
1178,0.34201069082320285,0.2816491633818865,0.3792290817642587,0.2174724461955784
1181,0.29950667760276145,0.6132271157223026,0.3201851039282694,0.6141239188463498
1197,0.04649191522315225,0.06025063103302876,0.021118558501660667,0.0011330352558869639
1202,0.259400700186993,0.4363760129863218,0.27459531602783815,0.6141239188463498
1210,0.3683341849172948,0.3589178441690049,0.344292140746649,0.2174724461955784
1221,0.012253254061011281,9.93756165472663e-07,0.003130852827243141,0.0011330352558869639
1223,0.15172898351692865,0.07441886219030217,0.12095413135461411,0.08046332978604125
1230,0.653124033093718,0.7839930382026984,0.6235545647871645,1.068454213376504
1244,0.3202249774542977,0.4679779871644524,0.3107871787524566,0.6141239188463498
1252,0.02328334593867439,0.016776937468773512,0.019079057833882144,0.0011330352558869639
1279,0.9724382332932281,1.1394886803834414,1.1665382264356465,1.6477845079066584
1296,1.3573854195594197,1.3496805873096698,1.2972722897973064,1.6477845079066584
1298,0.36596208794998797,0.5183937911667799,0.2926622987454514,0.2174724461955784
1314,2.0489920667953085,2.352114802436813,1.9541251709053702,2.352114802436813
1318,0.3834307618100377,0.2804232754485021,0.3768593350147553,0.2174724461955784
1319,0.06069434160396612,0.16541021678647175,0.06099848361829151,0.28479362431619554
1321,0.03536665599617097,0.004443605661994476,0.03262062057158867,0.0011330352558869639
1323,0.36184854746213946,0.39946641522379156,0.3335719942250677,0.2174724461955784
1327,0.36168654694401436,0.2880729425067594,0.4067912840773796,0.2174724461955784
1330,0.41122114651960096,0.2174724461955784,0.4648211515896405,0.2174724461955784
1332,0.2782584035076159,0.20138051489291792,0.33762185968912023,0.28479362431619554
1335,0.6924784174172914,0.6117962667243512,0.5872505514236546,0.6141239188463498
1338,0.0014960210138534732,0.01988881243240124,0.006995155776673038,0.08046332978604125
1343,0.01078003604218993,0.00053774942021412,0.031304406721780705,0.08046332978604125
1363,0.2819930769971718,0.3036033560359392,0.25342768721585174,0.2174724461955784
1365,0.23762643097901615,0.28479362431619554,0.21302628048628847,0.28479362431619554
1368,0.05024359255196804,0.08046332978604125,0.04509327915137901,0.08046332978604125
1380,0.033710883724206504,0.07897916946111867,0.008613769126077014,0.08046332978604125
1382,0.08785456567256586,0.06738115430080685,0.060803660160913965,0.08046332978604125
1384,0.22047912921886434,0.24709060526868135,0.24507440538776074,0.2174724461955784
1403,0.0004156418465986647,0.003724334495980081,0.06512833951561763,0.046802740725732685
1405,0.28293109611594836,0.2635586802111565,0.24955684770666697,0.28479362431619554
1421,0.26438733018532923,0.6662776026016457,0.18095068337263506,0.2174724461955784
1442,0.09325824868402152,0.12526675534947468,0.16244879141829835,0.28479362431619554
1445,0.04098620804251505,0.04035555417628706,0.037869454710749796,0.08046332978604125
1446,0.20685949665132888,0.2174724461955784,0.21891151784198618,0.2174724461955784
1447,0.8212810679850734,0.7109167365422755,0.4705102764378851,0.2174724461955784
1451,0.0014650492428856766,0.0013723262000969328,0.00394634274641959,0.0011330352558869639
1452,1.6186465736719664,1.178218555448618,0.9536630779818308,1.068454213376504
1453,0.20602283019228546,0.27050338975181354,0.2619209528418057,0.2174724461955784
1458,0.1558523709374371,0.28664286528791233,0.10382565810259156,0.28479362431619554
1462,0.30907211475111557,0.26580313810586753,0.2008395490447204,0.046802740725732685
1465,0.30341472291031396,0.319119497943361,0.30605586154925135,0.2174724461955784
1469,0.26853602324810316,0.23452372194736681,0.34990205091989574,0.2174724461955784
