"","DaysDriving","Miles_n","Trips","TripMinutes_n","TripChains","MilesPerTrip_n","MinutesPerTrip_n","MilesPerChain_n","MinutesPerChain_n","Average_speed","LeftTurnCount","RightToLeftTurnRatio_n","TripsAMPeak","PercentTripsAMPeak_n","TripsPMPeak","PercentTripsPMPeak_n","TripsAtNight","PercentTripsAtNight_n","TripsLt15Miles","PercentDistLt15Miles_n","TripsVgt60","PercentTripsVgt60_n","SpeedingPer1000Miles","DecelerationPer1000Miles","LIFESATISFACTION","cog","phys","fati","socialrole","iso","info","emo","ins","dep","anx","ang","Age","EDUCATION","INCOME","Site_JHSPH","Site_UCDENVER","Site_UCSD","Site_UMTRI","GENDER_Female","RACE_Black","RACE_American_Indian","RACE_Asian","RACE_Alaska_Native_Native_Hawaiian_Pacific_Islander","RACE_Other_Non_Hispanic","RACE_Hispanic","WORK_Working","MARRIAGE_Living_with_a_partner","MARRIAGE_Separated","MARRIAGE_Divorced","MARRIAGE_Widowed","MARRIAGE_Never_married"
"ang",0.08086533,2.37743579,0.631412,8.0276461,0.01900819,-0.02605465,-0.0123055,-0.43511246,-0.15001227,-0.07298141,0.68069059,-0.0024871,0.0155508,-0.01685375,0.06122241,0.02679331,0.0850013,0.03436595,0.55021989,0.10447353,-0.2166455,-0.2661323,-0.08383036,-0.02334107,-0.1299119,0.09628831,0.05666408,0.1650104,0.14782518,0.15901243,0.05775233,0.08247605,0.05989823,0.11747707,0.13341191,0.35218248,-0.10838992,0.02228582,-0.03068596,-0.00456006,-0.0070357,-0.00093758,0.00266019,0.00722527,-0.00535376,-0.00010518,-0.00231745,-0.00044172,-0.00014634,-0.00406971,0.00547139,0.00103065,-0.00116605,-0.00297146,-0.00961006,-0.00843481
"Age",-0.63359785,-207.84938925,-9.03294842,-354.41792068,-1.80052155,-1.27909702,-1.75555468,-5.56537874,4.15704576,-2.09762584,-35.52191017,0.04019679,-0.96913979,-0.58312412,-2.77672834,-1.59051751,-4.13456836,-2.36843175,-3.03624198,3.23903106,-4.541355,-3.68612866,0.55201202,0.1528892,0.12308236,0.09259562,0.31850931,0.01937798,0.02133323,-0.13418998,0.13786224,0.02840599,-0.09257478,-0.05593095,-0.05223162,-0.10838992,16.3785762,-0.07066464,-0.08019118,-0.25653258,-0.10170827,0.10355058,0.20209974,-0.10852878,-0.07766321,-0.00535867,0.00787399,-0.0033598,-0.00299424,-0.00840252,-0.31988571,-0.01017051,-0.00984852,-0.05069258,0.16570178,-0.08797859
"EDUCATION",-0.24350396,0.07576307,-3.19794081,-68.33731734,-0.93975545,0.11768351,-0.237965,9.6212769,17.61404422,0.59958143,-1.526572,0.00541017,0.16001211,0.30858387,0.08880465,0.47308624,0.15587928,0.45676981,-3.33943439,-0.34411619,2.09041241,2.4466153,1.45326552,0.0321502,0.13274427,-0.08257333,-0.10229593,-0.08555814,-0.03831251,0.01791849,-0.10492217,-0.00664976,-0.02966365,-0.03961601,-0.01029953,0.02228582,-0.07066464,2.94694036,0.87222668,-0.05438775,0.06185337,0.07512733,0.0295069,-0.08096794,-0.06438472,-0.00546392,0.0115337,0.00285353,0.0024776,-0.0153396,0.05764117,-0.00361463,-0.01483748,-0.0129069,-0.05503625,0.01313721
"INCOME",-0.41262964,19.36275254,-3.20326223,-28.88634704,-0.88469911,0.32517388,0.10250929,11.87019745,19.73902535,0.88683726,1.18098803,0.00514718,0.59125248,0.64495201,-0.23196196,0.15481548,-0.33411203,0.10150762,-4.23756417,-1.45459694,2.74297918,2.99900006,1.41388295,0.0241752,0.24050989,-0.079311,-0.13142714,-0.13136541,-0.09115641,-0.08817004,-0.10692155,-0.08985447,-0.17388606,-0.07399176,-0.07572103,-0.03068596,-0.08019118,0.87222668,1.56589203,-0.01954294,0.03747652,0.08737517,-0.02019879,-0.10826942,-0.04592846,-0.00366688,0.00216693,0.00244289,-0.00263623,-0.00424181,0.0582974,-0.00546581,-0.010809,-0.12066307,-0.07781544,-0.02599356
"Site_JHSPH",0.07585153,3.74878821,0.86856466,50.83546512,0.21468527,0.00712757,0.33605178,-1.12716585,1.22995988,-0.51082951,7.05599023,-0.01446523,-0.11192022,-0.15634702,0.18509326,0.09275942,0.57629363,0.34366341,1.11898305,0.33261922,-0.14100805,-0.15381533,-0.42480887,0.01250887,-0.01801988,0.02683869,0.0005737,-0.00375186,0.00737465,0.00249684,0.02530705,0.01186757,0.01227194,0.00507191,0.0017188,-0.00456006,-0.25653258,-0.05438775,-0.01954294,0.16043404,-0.03712379,-0.04008672,-0.04374681,0.00158842,0.03575192,0.00216806,-0.00201094,-0.00008847,-0.0000066,-0.00131906,0.01119286,0.00162935,0.00303291,0.00834216,0.00027332,0.00683693
"Site_UCDENVER",-0.09524269,-16.95907301,-1.38975836,-14.67679608,-0.19356663,-0.0926412,0.02676463,0.04117691,3.81886,-0.43669601,0.0756244,0.01851632,-0.04502264,0.0453752,-0.12218587,0.0100891,-0.10294515,-0.03022854,-0.73978015,0.39215211,-0.62003328,-0.45829573,-0.13544351,0.05032707,0.00963417,0.01086616,-0.00522686,-0.01632663,-0.01178632,-0.00253541,-0.00356418,0.00028157,-0.00291672,-0.00684914,-0.00574077,-0.0070357,-0.10170827,0.06185337,0.03747652,-0.03712379,0.15082544,-0.03696308,-0.04033797,-0.00748297,-0.00354088,0.0005323,-0.00081618,-0.00004772,-0.00070565,0.00430123,0.00387795,0.00000736,0.0006302,-0.00206224,-0.00607224,0.00057229
"Site_UCSD",-0.10369122,-29.08257493,-1.12834475,-48.69218889,-0.16748743,-0.20064222,-0.31995834,-1.46546773,-0.6074158,-0.26539678,-0.78582612,0.00050523,0.10305201,0.17678682,-0.21383053,-0.11836941,-0.02002999,0.05813389,-0.17661775,0.72138697,1.62863205,1.61694863,0.56414708,0.07918411,0.01922212,0.00928708,-0.01123011,-0.00732839,-0.0194042,-0.01793429,-0.01968912,-0.01382074,-0.01006888,0.0018756,0.00225766,-0.00093758,0.10355058,0.07512733,0.08737517,-0.04008672,-0.03696308,0.15991305,-0.04355743,0.00639384,-0.01197113,-0.00043271,0.00799848,0.0003482,0.00087164,0.00261322,-0.00678279,0.00165991,-0.00043101,-0.00239611,-0.00092389,-0.00007545
"Site_UMTRI",0.12331358,12.387959,0.82933464,8.95370422,0.02775767,0.0488868,-0.02919228,0.38751093,-1.30536133,0.20446476,3.11313453,0.00668327,-0.07134976,-0.13905152,0.1782137,0.11836391,-0.10267737,-0.08068992,0.71514154,-0.02691675,0.09706758,-0.06676186,0.76495728,-0.01739677,-0.00847244,0.0188354,0.01097669,0.02357806,0.01938525,0.00940351,0.01015674,0.01021248,0.00231165,0.00394595,0.00115019,0.00266019,0.20209974,0.0295069,-0.02019879,-0.04374681,-0.04033797,-0.04355743,0.17053682,-0.00720475,-0.00674638,-0.00142035,-0.00106988,0.00030067,0.0019768,-0.00307498,-0.00071036,-0.00202263,-0.00153749,0.00590511,-0.00054362,-0.00217881
"GENDER_Female",-0.01262857,-22.90112412,-1.22635457,-24.36510836,-0.00108363,-0.15435357,-0.0750889,-3.61051743,-4.49779568,-0.45478005,-3.1288943,-0.00101861,-0.18485846,-0.0966233,-0.13925896,0.00319925,-0.33608595,-0.21362179,-0.37897329,0.6208117,-0.56276669,-0.53327962,-0.37395283,0.01589702,-0.01488335,0.02907759,0.03102203,0.01611033,0.01357228,0.00661289,-0.03859564,-0.01363127,0.03369741,0.01411057,0.01709014,0.00722527,-0.10852878,-0.08096794,-0.10826942,0.00158842,-0.00748297,0.00639384,-0.00720475,0.2491443,0.00757577,0.00044931,0.00065585,-0.00051533,0.00031444,0.00092842,-0.01831763,-0.00174403,0.00046421,0.03017897,0.0381303,0.0036335
"RACE_Black",0.07104638,-1.92425522,1.24354878,35.88512464,0.25905107,-0.06939814,0.12878115,-2.2436035,-1.84297663,-0.45059284,4.94063128,-0.00285842,-0.01667244,-0.06764549,0.22862774,0.05508462,0.32762364,0.13350444,1.48973332,0.35604453,-0.18809194,-0.25211929,-0.11860219,0.01658317,-0.01823798,0.02081295,0.00327945,-0.00434245,0.00572804,0.00098623,0.01905633,0.0060107,0.00974308,0.0049062,0.00131562,-0.00535376,-0.07766321,-0.06438472,-0.04592846,0.03575192,-0.00354088,-0.01197113,-0.00674638,0.00757577,0.0657964,-0.00046119,-0.00147581,-0.00018448,-0.00076865,-0.00184476,-0.00023239,-0.00118721,0.00255286,0.00614203,0.00482693,0.00471394
"RACE_American_Indian",0.00560938,0.54652197,0.11101891,2.90038061,0.01679084,-0.00028448,0.00962953,-0.07685276,-0.0411043,-0.0172825,0.4001285,-0.00015472,0.02739636,0.01362761,0.00752045,-0.00240177,0.01599999,0.00552808,0.05089433,-0.04068074,0.01571532,-0.00121132,0.01253426,0.00272393,-0.00029677,0.00044685,-0.00063298,0.00054249,-0.00131977,-0.00092596,-0.00190748,-0.00200533,-0.00099293,-0.00019146,0.00089993,-0.00010518,-0.00535867,-0.00546392,-0.00366688,0.00216806,0.0005323,-0.00043271,-0.00142035,0.00044931,-0.00046119,0.00647363,-0.00013581,-0.00001698,-0.00007073,-0.00016976,0.00232387,0.00020522,-0.00008488,0.00038932,0.00137697,0.00014864
"RACE_Asian",-0.03431846,-2.86395345,-0.23957458,-5.11510952,-0.00906838,-0.01405497,-0.01846623,-0.38965505,-0.64449422,-0.03104498,-0.35959674,0.00032637,-0.03430106,-0.01092235,-0.01546319,0.00844887,-0.00044823,0.01643581,-0.14537831,0.05817382,0.07582186,0.11404743,0.07025367,0.00732419,0.00028403,0.00106069,-0.00308983,-0.00234745,0.00096789,0.00131581,0.00953465,0.00487748,0.00218754,-0.00104706,-0.00044341,-0.00231745,0.00787399,0.0115337,0.00216693,-0.00201094,-0.00081618,0.00799848,-0.00106988,0.00065585,-0.00147581,-0.00013581,0.02041684,-0.00005432,-0.00022635,-0.00054324,-0.00081731,-0.00073338,-0.00027162,-0.00031802,-0.00037216,0.00038876
"RACE_Alaska_Native_Native_Hawaiian_Pacific_Islander",-0.00227642,-0.06944012,-0.02267182,-0.26687468,-0.00333894,-0.00124027,-0.00030187,0.03546865,0.05422837,0.00151371,-0.05841621,-0.0001501,0.00212216,0.00283324,-0.00808475,-0.00351782,-0.00245434,-0.00209367,-0.03669187,-0.00203267,0.01528277,0.01085439,0.00427037,0.00228935,0.00043733,0.00128647,0.00011605,-0.00045633,0.00105767,0.0004767,0.00054022,0.00071829,-0.00052749,-0.00029378,0.00001245,-0.00044172,-0.0033598,0.00285353,0.00244289,-0.00008847,-0.00004772,0.0003482,0.00030067,-0.00051533,-0.00018448,-0.00001698,-0.00005432,0.00259964,-0.00002829,-0.00006791,-0.00037367,-0.00009167,-0.00003395,0.00006885,-0.00031802,-0.00011431
"RACE_Other_Non_Hispanic",-0.01722898,-1.63329194,-0.13742803,-3.08546254,-0.00398219,-0.00583306,-0.01251523,-0.08788866,-0.14485506,-0.01323733,-0.26375399,-0.00029967,-0.00476492,0.00638622,0.0066203,0.01000929,0.00334938,0.01711179,-0.0665742,0.03220463,-0.00429833,0.02004663,0.00579324,0.00696768,-0.00127655,0.00088956,-0.00047576,-0.00058007,-0.00024479,0.00175096,0.00576237,0.00545449,0.00439059,-0.00006569,0.00016047,-0.00014634,-0.00299424,0.0024776,-0.00263623,-0.0000066,-0.00070565,0.00087164,0.0019768,0.00031444,-0.00076865,-0.00007073,-0.00022635,-0.00002829,0.01074223,-0.00028294,0.00054268,-0.00038197,0.00029294,0.00064887,-0.00045629,-0.00004187
"RACE_Hispanic",0.01803146,-0.75106573,0.24594392,1.99683967,0.03884882,-0.02157299,-0.02097956,-0.48403126,-0.74178479,-0.06085443,0.53012492,0.00109,0.0401654,0.01417392,0.02008658,-0.00445496,0.04081458,0.00545971,0.33695712,0.11029603,0.02912556,0.01767934,0.01738108,0.01286507,0.00133245,0.00298203,-0.00003409,-0.00336871,-0.00299844,-0.00153183,0.00420763,0.00305602,-0.00234268,-0.00098302,-0.00052711,-0.00406971,-0.00840252,-0.0153396,-0.00424181,-0.00131906,0.00430123,0.00261322,-0.00307498,0.00092842,-0.00184476,-0.00016976,-0.00054324,-0.00006791,-0.00028294,0.02538524,-0.00113024,0.00038649,-0.00033953,0.00025408,0.00072942,0.00016014
"WORK_Working",0.24806606,23.46971513,1.85987846,44.42648311,0.28731049,0.12488978,0.18885573,0.30374563,-0.85187211,0.16895944,5.78097309,-0.0003781,0.39301878,0.25088619,0.53119615,0.35072333,0.57380173,0.40126313,1.28481874,-0.29486522,0.69073303,0.52749304,0.25733177,0.01130885,-0.00953479,-0.0178479,-0.02767549,-0.01064589,-0.00847684,-0.00017924,-0.00521814,0.00359077,-0.0004344,-0.00737564,-0.00373139,0.00547139,-0.31988571,0.05764117,0.0582974,0.01119286,0.00387795,-0.00678279,-0.00071036,-0.01831763,-0.00023239,0.00232387,-0.00081731,-0.00037367,0.00054268,-0.00113024,0.21400447,0.00038555,0.00334452,0.00515212,-0.0096084,0.00029841
"MARRIAGE_Living_with_a_partner",-0.01272724,1.17084029,-0.08754588,1.02925535,0.00507612,0.02325207,0.03712386,0.06248007,0.17406536,0.02492282,-0.16411914,0.00052474,-0.02495713,-0.01162593,-0.01451847,-0.00454325,-0.02764298,-0.01134493,-0.14515976,-0.09255055,0.02144372,0.05392937,0.03361824,-0.00046102,0.00001775,-0.00147491,-0.00359186,-0.00013312,-0.00217452,-0.00198109,0.00229737,-0.00192346,-0.0040803,-0.00146826,-0.00048354,0.00103065,-0.01017051,-0.00361463,-0.00546581,0.00162935,0.00000736,0.00165991,-0.00202263,-0.00174403,-0.00118721,0.00020522,-0.00073338,-0.00009167,-0.00038197,0.00038649,0.00038555,0.03394922,-0.00045836,-0.00493501,-0.00429331,-0.00154315
"MARRIAGE_Separated",-0.00517057,-1.84292854,-0.13220397,-0.53136555,0.01133253,-0.00661078,0.01779665,-0.1968222,-0.10080292,-0.04527397,0.15253327,-0.00008619,-0.02589897,-0.01517309,0.00676486,0.01460382,0.01606846,0.01891231,-0.0163313,0.0760687,-0.02889315,-0.02457103,-0.02376242,0.00584869,-0.00328686,0.00263133,-0.00039715,0.00086777,-0.00144492,0.00173191,0.00215811,0.00239682,0.00594204,-0.00038291,0.00125686,-0.00116605,-0.00984852,-0.01483748,-0.010809,0.00303291,0.0006302,-0.00043101,-0.00153749,0.00046421,0.00255286,-0.00008488,-0.00027162,-0.00003395,0.00029294,-0.00033953,0.00334452,-0.00045836,0.01286238,-0.00182778,-0.00159011,-0.00057154
"MARRIAGE_Divorced",0.0634231,-5.95750474,0.12787955,2.07986386,0.1061763,-0.05780351,0.00113635,-1.71236749,-2.30537252,-0.20831704,0.96512157,-0.00013033,-0.1044699,-0.11196512,0.11423803,0.08758341,0.18684489,0.13648874,0.46477841,0.33046455,-0.1110989,-0.10057441,0.01225038,0.0180222,-0.03009167,0.01605869,0.01708948,0.01266621,0.01261057,0.01775279,0.01188686,0.01926434,0.05743453,0.00876468,0.0109873,-0.00297146,-0.05069258,-0.0129069,-0.12066307,0.00834216,-0.00206224,-0.00239611,0.00590511,0.03017897,0.00614203,0.00038932,-0.00031802,0.00006885,0.00064887,0.00025408,0.00515212,-0.00493501,-0.00182778,0.12063365,-0.01712023,-0.00615353
"MARRIAGE_Widowed",0.05748237,-3.91616016,0.17875646,-0.70409529,0.06485324,-0.04510476,-0.02856746,-1.34278234,-2.15807873,-0.12106103,-0.05538419,-0.00144016,-0.01392161,-0.04595743,0.01672377,-0.00432167,-0.00032783,-0.00578368,0.37136172,0.14532775,-0.20833252,-0.28197983,-0.10524501,0.02368554,-0.01582021,0.00249212,0.0146481,0.00467462,0.00129723,0.00181812,0.00473865,0.00902347,0.03397667,0.0046309,0.00329807,-0.00961006,0.16570178,-0.05503625,-0.07781544,0.00027332,-0.00607224,-0.00092389,-0.00054362,0.0381303,0.00482693,0.00137697,-0.00037216,-0.00031802,-0.00045629,0.00072942,-0.0096084,-0.00429331,-0.00159011,-0.01712023,0.1071737,-0.00535338
"MARRIAGE_Never_married",0.05221923,-5.93064453,0.08462805,-3.6013516,0.01368579,-0.04955376,-0.0372865,-0.58283021,-0.03285374,-0.13671411,0.07015454,0.00006261,-0.03699798,-0.02011693,0.01605047,0.00026917,0.13883692,0.07402559,0.32703755,0.21269639,-0.05141051,-0.03771896,-0.06980396,0.00640492,-0.00700262,0.00082231,0.00019782,-0.00118363,-0.00089338,0.00304696,0.01036078,0.01191015,0.02710376,-0.00078232,-0.00163666,-0.00843481,-0.08797859,0.01313721,-0.02599356,0.00683693,0.00057229,-0.00007545,-0.00217881,0.0036335,0.00471394,0.00014864,0.00038876,-0.00011431,-0.00004187,0.00016014,0.00029841,-0.00154315,-0.00057154,-0.00615353,-0.00535338,0.04195072
