"IV","DV","beta","se","CI_low","CI_high","t","df_error","p","p.adj"
"TripsLt15Miles","cog",0.00686966712015785,0.0184192240861414,-0.0292479325982542,0.0429872668385699,0.372961808164687,2636,0.709206856053494,1
"PercentDistLt15Miles_n","cog",0.0306416214376518,0.0196402517624375,-0.00787024791184354,0.0691534907871471,1.56014402505036,2636,0.118845891459983,1
"TripsVgt60","cog",-0.0463685595287103,0.0201668392481875,-0.085912995501973,-0.00682412355544749,-2.29924773823333,2636,0.0215687173510106,1
"PercentTripsVgt60_n","cog",-0.0443967928634903,0.0206139489788661,-0.0848179503646162,-0.00397563536236441,-2.15372575671973,2636,0.0313520906207674,1
"SpeedingPer1000Miles","cog",-0.00391128236950106,0.0193925566481598,-0.0419374552017136,0.0341148904627115,-0.201689877227829,2636,0.840174739334651,1
"DecelerationPer1000Miles","cog",0.0257738542682379,0.0187257098437813,-0.0109447224436709,0.0624924309801467,1.37638863804126,2636,0.168818247007592,1
"DaysDriving","phys",-0.120912603891447,0.0189954723628905,-0.158160148307894,-0.0836650594750006,-6.36533809644354,2636,0.000000000229052011920327,0.0000000659669794330543
"Miles_n","phys",-0.0717249064890181,0.0200903589222429,-0.111119374918269,-0.0323304380597671,-3.57011573395079,2636,0.000363200047875884,0.104601613788255
"Trips","phys",-0.120592614026497,0.0190559627732793,-0.15795877193171,-0.0832264561212839,-6.32834013485767,2636,0.000000000290242757513061,0.0000000835899141637616
"TripMinutes_n","phys",-0.0370990592574861,0.0197959432152022,-0.0759162184250668,0.00171809991009467,-1.87407383695645,2636,0.0610307802770632,1
"TripChains","phys",-0.0906895186018831,0.0196026018263146,-0.129127561534155,-0.0522514756696111,-4.62640211770977,2636,0.0000039005113749821,0.00112334727599484
"MilesPerTrip_n","phys",0.00457765563089059,0.0202393559020372,-0.0351089756631095,0.0442642869248907,0.226175954069261,2636,0.821082107437391,1
"MinutesPerTrip_n","phys",0.101788598769645,0.0195659172860049,0.0634224892443702,0.14015470829492,5.20234228131243,2636,0.000000211914011181269,0.0000610312352202054
"MilesPerChain_n","phys",0.0130953984792426,0.0197096823854864,-0.0255526149032342,0.0517434118617194,0.664414485384384,2636,0.506483178625416,1
"MinutesPerChain_n","phys",0.0731252837359117,0.0192701430550535,0.0353391473534014,0.110911420118422,3.79474524537767,2636,0.000151121791518068,0.0435230759572035
"Average_speed","phys",-0.137136528824397,0.0224771454233826,-0.181211161795776,-0.0930618958530179,-6.10115413862723,2636,0.00000000120781985395812,0.000000347852117939938
"LeftTurnCount","phys",-0.0778260164908797,0.0196614673524767,-0.116379486734378,-0.0392725462473814,-3.95830153953774,2636,0.0000774800743813461,0.0223142614218277
"RightToLeftTurnRatio_n","phys",0.050041568706468,0.0213366221127196,0.00820334722622419,0.0918797901867117,2.34533697237091,2636,0.0190836674628005,1
"TripsAMPeak","phys",-0.116768612853772,0.0191180879307143,-0.154256589764943,-0.0792806359426019,-6.10775582144787,2636,0.00000000115958726531019,0.000000333961132409336
"PercentTripsAMPeak_n","phys",-0.100133491184817,0.0192625449690948,-0.137904728751503,-0.0623622536181304,-5.19835210484767,2636,0.000000216465522610832,0.0000623420705119196
"TripsPMPeak","phys",-0.0509035059851564,0.019471407902368,-0.0890842954300704,-0.0127227165402425,-2.61426940673179,2636,0.00899275215947975,1
"PercentTripsPMPeak_n","phys",0.0434547192349882,0.0194570122924951,0.0053021576281559,0.0816072808418205,2.2333706008784,2636,0.0256081236134997,1
"TripsAtNight","phys",-0.0176332063619246,0.0201316374713012,-0.0571086164261149,0.0218422037022657,-0.875895286067102,2636,0.381166769185079,1
"PercentTripsAtNight_n","phys",0.0146571148721666,0.0202130258990239,-0.0249778868577991,0.0542921166021323,0.725132147229593,2636,0.468435328237515,1
"TripsLt15Miles","phys",-0.11500771194295,0.0190747124799732,-0.152410635479443,-0.0776047884064579,-6.0293287284775,2636,0.00000000187680044646853,0.000000540518528582936
"PercentDistLt15Miles_n","phys",0.0111407848920161,0.0204867238573338,-0.0290309014048865,0.0513124711889186,0.543805098833697,2636,0.586621588123112,1
"TripsVgt60","phys",-0.0157355588198403,0.0210463240341924,-0.0570045451493397,0.0255334275096592,-0.74766305005453,2636,0.454730115064299,1
"PercentTripsVgt60_n","phys",0.0339268483652748,0.0215024226503025,-0.00823648547700506,0.0760901822075546,1.57781515678641,2636,0.114728069688679,1
"SpeedingPer1000Miles","phys",0.0126616163122088,0.0202188067254861,-0.0269847208342342,0.0523079534586517,0.62622965262577,2636,0.531218541962622,1
"DecelerationPer1000Miles","phys",0.0342942618026446,0.019520439407315,-0.00398267177195614,0.0725711953772453,1.75683861859141,2636,0.0790614119402088,1
"DaysDriving","fati",-0.0619756303067924,0.0194638441085173,-0.100141588178054,-0.0238096724355308,-3.18414132178916,2636,0.00146876926249289,0.423005547597952
"Miles_n","fati",-0.0590706316133501,0.020485711381766,-0.0992403325830145,-0.0189009306436856,-2.88350404399077,2636,0.00396464787194778,1
"Trips","fati",-0.0615097413870636,0.0195249032469159,-0.0997954279455662,-0.0232240548285609,-3.15032246814229,2636,0.00164918368133781,0.474964900225288
"TripMinutes_n","fati",-0.0429203241715105,0.0201647212470975,-0.0824606070319593,-0.00338004131106166,-2.12848586625955,2636,0.033389317395004,1
"TripChains","fati",-0.0261778593320153,0.0200460643153218,-0.0654854720460105,0.0131297533819798,-1.30588523114768,2636,0.19170553824892,1
"MilesPerTrip_n","fati",-0.0304785346050966,0.0206120239912903,-0.0708959174667262,0.00993884825653311,-1.47867742721314,2636,0.139346028270392,1
"MinutesPerTrip_n","fati",0.0172470126798765,0.0200335113299761,-0.0220359853327681,0.0565300106925211,0.860908125180723,2636,0.389366944607415,1
"MilesPerChain_n","fati",-0.0611197286715254,0.0200470926478622,-0.100429357806131,-0.0218100995369202,-3.04880761241173,2636,0.00232034196244429,0.668258485183956
"MinutesPerChain_n","fati",-0.0227457022687193,0.0196814793114114,-0.0613384132489068,0.0158470087114681,-1.1556906830439,2636,0.247912439380949,1
"Average_speed","fati",-0.0997819419808736,0.0229793749771995,-0.144841378975847,-0.0547225049859003,-4.34223916359253,2636,0.0000146362041818565,0.00421522680437468
"LeftTurnCount","fati",-0.0579982457944915,0.0200592649242331,-0.0973317431117937,-0.0186647484771892,-2.8913445240172,2636,0.00386736938538258,1
"RightToLeftTurnRatio_n","fati",0.019816459587841,0.021757539298435,-0.0228471233928205,0.0624800425685025,0.910785880518502,2636,0.362491479787922,1
"TripsAMPeak","fati",-0.0717268943885838,0.0195655232292328,-0.110092231221986,-0.0333615575551821,-3.66598396312841,2636,0.000251255255009975,0.0723615134428728
"PercentTripsAMPeak_n","fati",-0.0671703406806121,0.0196820737342907,-0.105764217243428,-0.0285764641177965,-3.41276745466033,2636,0.000652771655266372,0.187998236716715
"TripsPMPeak","fati",-0.00224868660969183,0.0198636179114659,-0.0411985466760339,0.0367011734566502,-0.113206296039042,2636,0.909875624731858,1
"PercentTripsPMPeak_n","fati",0.0790290219953196,0.0197822502708893,0.0402387128339795,0.11781933115666,3.99494602045427,2636,0.0000664809580181379,0.0191465159092237
"TripsAtNight","fati",0.0145902017259556,0.020511640476509,-0.0256303426810117,0.0548107461329228,0.711313253694408,2636,0.476953077912621,1
"PercentTripsAtNight_n","fati",0.0394196554338673,0.0205812826824074,-0.000937447891346546,0.079776758759081,1.91531577706586,2636,0.0555603392646888,1
"TripsLt15Miles","fati",-0.0592051102995547,0.0195333396772983,-0.0975073395535682,-0.0209028810455412,-3.03097735859081,2636,0.0024613379457178,0.708865328366726
"PercentDistLt15Miles_n","fati",-0.00192102008118811,0.0208735326795121,-0.0428511860046835,0.0390091458423072,-0.0920313830285966,2636,0.926680098502401,1
"TripsVgt60","fati",-0.0319552905731295,0.0214357698235275,-0.0739879272640906,0.0100773461178317,-1.49074611437822,2636,0.136147811164227,1
"PercentTripsVgt60_n","fati",-0.0231087414944472,0.0219129356094393,-0.0660770355602405,0.019859552571346,-1.05457077528639,2636,0.291718323549456,1
"SpeedingPer1000Miles","fati",0.0209019323908132,0.0205969438892491,-0.0194858804364498,0.0612897452180761,1.01480746382589,2636,0.31029074989386,1
"DecelerationPer1000Miles","fati",0.0310171659418879,0.0198903877501848,-0.00798518614664001,0.0700195180304158,1.55940479046718,2636,0.119020645726301,1
"DaysDriving","socialrole",-0.0361150109727956,0.0195550633947637,-0.0744598374897633,0.00222981554417205,-1.8468368137567,2636,0.0648828057883773,1
"Miles_n","socialrole",-0.0447583615844736,0.0205694658929425,-0.0850922937885885,-0.00442442938035881,-2.17596129220985,2636,0.0296466901329271,1
"Trips","socialrole",-0.0308232077135578,0.019619117861486,-0.0692936363502692,0.00764722092315352,-1.57108020509253,2636,0.116284036241566,1
"TripMinutes_n","socialrole",-0.011889425209822,0.0202495096960174,-0.0515959667163741,0.0278171162967301,-0.587146325432284,2636,0.557155721446382,1
"TripChains","socialrole",-0.0139558150280411,0.0201190616223329,-0.0534065655584187,0.0254949355023365,-0.693661329241599,2636,0.487955741048087,1
"MilesPerTrip_n","socialrole",-0.0455322218554145,0.0206718426594821,-0.0860669010104892,-0.00499754270033973,-2.20262037620188,2636,0.0277077791976969,1
"MinutesPerTrip_n","socialrole",0.0145509641369184,0.0201026247280811,-0.024867555873627,0.0539694841474637,0.723834043252685,2636,0.469231856387352,1
"MilesPerChain_n","socialrole",-0.0562046943187542,0.0201211016312975,-0.0956594450299677,-0.0167499436075407,-2.79332092987048,2636,0.00525466880133366,1
"MinutesPerChain_n","socialrole",-0.0140795888293768,0.0197516635940662,-0.0528099216667934,0.0246507440080397,-0.712830530062622,2636,0.476013725302455,1
"Average_speed","socialrole",-0.118276953943323,0.0230250606334552,-0.16342597431259,-0.0731279335740551,-5.13687915207777,2636,0.000000299745037392941,0.000086326570769167
"LeftTurnCount","socialrole",-0.0341074013726932,0.0201485807626167,-0.0736160349326606,0.00540123218727417,-1.69279423570992,2636,0.0906128072488354,1
"RightToLeftTurnRatio_n","socialrole",0.0164894907547959,0.0218327737744774,-0.0263216168272287,0.0593005983368206,0.755263207741025,2636,0.450158546045722,1
"TripsAMPeak","socialrole",-0.0698455902068032,0.0196351259107839,-0.108347408456568,-0.031343771957038,-3.55717557015731,2636,0.000381471586565083,0.109863816930744
"PercentTripsAMPeak_n","socialrole",-0.078097203184863,0.0197342059603619,-0.116793303970853,-0.0394011023988735,-3.95745353736192,2636,0.0000777539225032351,0.0223931296809317
"TripsPMPeak","socialrole",0.0331474223370198,0.0199209133201959,-0.00591478625326314,0.0722096309273027,1.66395093458967,2636,0.0962410949174776,1
"PercentTripsPMPeak_n","socialrole",0.107955676876873,0.0197983339929245,0.0691338297185072,0.146777524035239,5.45276571834046,2636,0.0000000541949565435842,0.0000156081474845522
"TripsAtNight","socialrole",0.0396123778196152,0.0205690656544764,-0.000720769571163092,0.0799455252103934,1.9258229073227,2636,0.0542339280528543,1
"PercentTripsAtNight_n","socialrole",0.0576817046172838,0.0206352389062646,0.0172188004566778,0.0981446087778899,2.79530103234096,2636,0.00522268518454108,1
"TripsLt15Miles","socialrole",-0.0288224051282816,0.0196260174295425,-0.0673063628819703,0.00966155262540715,-1.46858144968811,2636,0.142065667578897,1
"PercentDistLt15Miles_n","socialrole",0.00635652844083435,0.020944348966877,-0.0347124986153899,0.0474255554970586,0.303496110138685,2636,0.761535762814711,1
"TripsVgt60","socialrole",-0.0305155898112395,0.021509689435494,-0.0726931728334826,0.0116619932110036,-1.41869039544962,2636,0.156107517910496,1
"PercentTripsVgt60_n","socialrole",-0.0273107326612825,0.021985830742804,-0.0704219641947982,0.0158004988722332,-1.24219698499323,2636,0.214274392929853,1
"SpeedingPer1000Miles","socialrole",0.00465111388007163,0.0206709879132562,-0.0358818892336073,0.0451841169937506,0.225006850160698,2636,0.821991385956637,1
"DecelerationPer1000Miles","socialrole",0.0207717405752055,0.0199632897806796,-0.0183735625053813,0.0599170436557923,1.04049687217927,2636,0.298204539931958,1
"DaysDriving","iso",-0.0650395357191311,0.0194606393331337,-0.103199209460619,-0.0268798619776433,-3.34210683450644,2636,0.000843054292278524,0.242799636176215
"Miles_n","iso",-0.0917880245767065,0.0204405794505371,-0.131869227951737,-0.0517068212016757,-4.49048055603407,2636,0.00000741189986767285,0.00213462716188978
"Trips","iso",-0.0783813782822717,0.019502551357389,-0.116623235817624,-0.0401395207469195,-4.01903201514069,2636,0.0000600752254705775,0.0173016649355263
"TripMinutes_n","iso",-0.0919106690566905,0.0201031005058328,-0.131330122002864,-0.052491216110517,-4.57196485835719,2636,0.00000505462914491802,0.00145573319373639
"TripChains","iso",-0.0705295567586087,0.0200060430278082,-0.109758693156996,-0.0313004203602213,-3.52541262960263,2636,0.000430029823110962,0.123848589055957
"MilesPerTrip_n","iso",-0.0544373645212211,0.0205939145779214,-0.0948192372799207,-0.0140554917625216,-2.64337138601046,2636,0.00825710762673168,1
"MinutesPerTrip_n","iso",-0.0441065240480641,0.0200185058738474,-0.0833600983968501,-0.00485294969927817,-2.20328751436369,2636,0.0276606958569459,1
"MilesPerChain_n","iso",-0.0306960285715277,0.020074110190779,-0.0700586354426478,0.00866657829959237,-1.5291352034935,2636,0.126350914135186,1
"MinutesPerChain_n","iso",-0.0154603073514937,0.0196847542092418,-0.0540594399620607,0.0231388252590733,-0.78539499082164,2636,0.43229260153652,1
"Average_speed","iso",-0.0680624434526414,0.0230239742044803,-0.113209333482072,-0.0229155534232109,-2.95615530351823,2636,0.00314264286001583,0.90508114368456
"LeftTurnCount","iso",-0.0776331827360034,0.0200346728958155,-0.116918458421683,-0.0383479070503234,-3.87494136488838,2636,0.000109249738420909,0.0314639246652219
"RightToLeftTurnRatio_n","iso",0.0264194166586148,0.0217555326494957,-0.0162402315556947,0.0690790648729244,1.21437691663354,2636,0.224712603445156,1
"TripsAMPeak","iso",-0.0727652194154409,0.0195646605297052,-0.111128864612101,-0.0344015742187807,-3.71921707023543,2636,0.000204009129517087,0.058754629300921
"PercentTripsAMPeak_n","iso",-0.057863578242234,0.0196938796329006,-0.0964806045706595,-0.0192465519138085,-2.93815029444818,2636,0.00333042115296035,0.959161292052582
"TripsPMPeak","iso",-0.0602046244858747,0.0198296229482302,-0.0990878250409993,-0.0213214239307501,-3.0360952723636,2636,0.00242008494420912,0.696984463932227
"PercentTripsPMPeak_n","iso",0.0105187408555658,0.019841584876903,-0.0283879154189552,0.0494253971300868,0.530136121727369,2636,0.596062207259069,1
"TripsAtNight","iso",-0.0188333974030557,0.0205109463562499,-0.0590525807343578,0.0213857859282464,-0.918212015961756,2636,0.358591885280372,1
"PercentTripsAtNight_n","iso",0.0122016619714117,0.0205948474829747,-0.0281820400875412,0.0525853640303646,0.59246187579192,2636,0.553592159285905,1
"TripsLt15Miles","iso",-0.0653490236533481,0.019526497296549,-0.103637835926936,-0.0270602113797606,-3.34668438793155,2636,0.000829314915059743,0.238842695537206
"PercentDistLt15Miles_n","iso",0.0243563598892098,0.020868803048331,-0.0165645318691517,0.0652772516475712,1.16711820188258,2636,0.243268204416376,1
"TripsVgt60","iso",-0.0776166121213315,0.0213920985588861,-0.119563615386686,-0.0356696088559771,-3.62828414929353,2636,0.000290729962602464,0.0837302292295097
"PercentTripsVgt60_n","iso",-0.0519370488560058,0.0218948608272634,-0.0948699007259403,-0.00900419698607138,-2.3721113948043,2636,0.01775817482177,1
"SpeedingPer1000Miles","iso",-0.00724265537402666,0.0206011038935082,-0.0476386254053039,0.0331533146572506,-0.351566372921839,2636,0.725191586699783,1
"DecelerationPer1000Miles","iso",0.0590328483663685,0.0198669146575483,0.0200765238281886,0.0979891729045483,2.97141500751045,2636,0.00299111237774219,0.86144036478975
"DaysDriving","info",-0.0374891500451773,0.0190088827340554,-0.0747629903802548,-0.00021530971009983,-1.97219113662127,2636,0.0486921709420853,1
"Miles_n","info",-0.0572459545028303,0.0199836354327324,-0.0964311526470428,-0.0180607563586178,-2.86464165619554,2636,0.00420784978763452,1
"Trips","info",-0.0547285024201654,0.0190520082980571,-0.0920869061359237,-0.0173700987044071,-2.87258443120385,2636,0.00410383524649982,1
"TripMinutes_n","info",-0.0679558397278816,0.0196424610455832,-0.106472041181919,-0.0294396382738446,-3.45963978598101,2636,0.000549488036999423,0.158252554655834
"TripChains","info",-0.0132638061885922,0.0195589807649951,-0.0516163141371613,0.0250887017599769,-0.678144037665323,2636,0.49773989368174,1
"MilesPerTrip_n","info",-0.0224932448144041,0.0201100055966532,-0.0619262377069458,0.0169397480781376,-1.11851012205325,2636,0.263451104534194,1
"MinutesPerTrip_n","info",-0.0206927852558054,0.0195407086427161,-0.0590094640513443,0.0176238935397334,-1.05895777037333,2636,0.28971603759999,1
"MilesPerChain_n","info",-0.0403187053673863,0.0195740676112838,-0.0787007965748766,-0.00193661415989605,-2.05980208958428,2636,0.0395154399912512,1
"MinutesPerChain_n","info",-0.0398080221452047,0.0191879247036046,-0.0774329394940983,-0.00218310479631122,-2.07463927236105,2636,0.0381168009335698,1
"Average_speed","info",-0.02828623661978,0.0224890016787502,-0.0723841180995395,0.0158116448599794,-1.25778089324915,2636,0.208582417563653,1
"LeftTurnCount","info",-0.0661002331647095,0.0195559094930719,-0.10444671876568,-0.0277537475637394,-3.38006438351164,2636,0.000735237479442387,0.211748394079407
"RightToLeftTurnRatio_n","info",0.0347548381207891,0.0212164004947799,-0.00684764507569534,0.0763573213172736,1.63811189977019,2636,0.101517701491204,1
"TripsAMPeak","info",-0.0371962715556756,0.0191204794191104,-0.0746889378511662,0.000296394739815124,-1.94536291378232,2636,0.0518374952999125,1
"PercentTripsAMPeak_n","info",-0.0133575269310205,0.0192399098723826,-0.0510843801436853,0.0243693262816444,-0.69426140868748,2636,0.487579467907108,1
"TripsPMPeak","info",-0.0605650793234962,0.0193404967803018,-0.098489169817175,-0.0226409888298174,-3.13151621757625,2636,0.00175812841449878,0.506340983375649
"PercentTripsPMPeak_n","info",-0.0371151693465143,0.0193418435505339,-0.0750419006739182,0.000811561980889573,-1.91890546780324,2636,0.055104170306846,1
"TripsAtNight","info",-0.0419453535157357,0.0199937543640862,-0.0811503935116195,-0.00274031351985197,-2.09792281889189,2636,0.0360069403184235,1
"PercentTripsAtNight_n","info",-0.0502965919060665,0.0200665192952141,-0.0896443140607492,-0.0109488697513837,-2.50649308762095,2636,0.0122533110902053,1
"TripsLt15Miles","info",-0.0514708574044734,0.0190610436223551,-0.0888469781654664,-0.0140947366434804,-2.70031685694836,2636,0.00697162983180706,1
"PercentDistLt15Miles_n","info",-0.0029829353297477,0.0203614841477091,-0.0429090435458408,0.0369431728863454,-0.146498914720974,2636,0.883538748974084,1
"TripsVgt60","info",-0.0443445731291598,0.0209009546544385,-0.0853285098254763,-0.00336063643284317,-2.12165299922044,2636,0.0339599447044255,1
"PercentTripsVgt60_n","info",-0.0259737459004805,0.0213739646500537,-0.0678851910306238,0.0159376992296627,-1.21520486843395,2636,0.224396794657428,1
"SpeedingPer1000Miles","info",-0.00880665611853088,0.0200949221409258,-0.0482100724005821,0.0305967601635203,-0.438252811171386,2636,0.661238940363509,1
"DecelerationPer1000Miles","info",0.0197389024080351,0.0194076443875585,-0.0183168554343662,0.0577946602504364,1.01706843004033,2636,0.309214216156372,1
"DaysDriving","emo",-0.0309856173715953,0.0192323928992933,-0.0686977308197693,0.0067264960765788,-1.61111607556301,2636,0.107274147729257,1
"Miles_n","emo",-0.0657088601334555,0.0202045972084681,-0.10532733434466,-0.0260903859222508,-3.25217372340964,2636,0.00115970138351111,0.3339939984512
"Trips","emo",-0.0482514978735646,0.0192785475491818,-0.0860541143289241,-0.0104488814182052,-2.50285960342549,2636,0.0123795151684558,1
"TripMinutes_n","emo",-0.0693080865125814,0.0198677989497545,-0.108266145027816,-0.0303500279973465,-3.48846325090469,2636,0.000493764056182725,0.142204048180625
"TripChains","emo",-0.0107301106527562,0.019784730990228,-0.0495252841681901,0.0280650628626777,-0.542343014825724,2636,0.58762807321931,1
"MilesPerTrip_n","emo",-0.0463126364277798,0.0203262972713279,-0.0861697479526694,-0.00645552490289018,-2.27845907247987,2636,0.0227789101463662,1
"MinutesPerTrip_n","emo",-0.0455124989162101,0.0197499465951555,-0.0842394649516873,-0.00678553288073293,-2.30443655616638,2636,0.0212755345995015,1
"MilesPerChain_n","emo",-0.0515117078472477,0.0197898808309395,-0.0903169795016999,-0.0127064361927955,-2.60293168449577,2636,0.00929484429867747,1
"MinutesPerChain_n","emo",-0.0414572422408828,0.01940783081864,-0.0795133656493441,-0.0034011188324216,-2.13610900817756,2636,0.0327623987753866,1
"Average_speed","emo",-0.050906752464216,0.0227330675281321,-0.0954832139651362,-0.00633029096329581,-2.23932614466654,2636,0.0252177938453406,1
"LeftTurnCount","emo",-0.0613303874973319,0.0197877998027413,-0.100131578537796,-0.0225291964568683,-3.09940408275384,2636,0.00195957092907714,0.564356427574217
"RightToLeftTurnRatio_n","emo",0.0275776036830356,0.0214648070255133,-0.0145119710218919,0.0696671783879631,1.28478227874383,2636,0.198981262152485,1
