"IV","DV","beta","se","CI_low","CI_high","t","df_error","p","p.adj"
"TripsAMPeak","emo",-0.0516244409312996,0.019328302344308,-0.0895246197902671,-0.0137242620723322,-2.6709247409151,2636,0.00761075300630137,1
"PercentTripsAMPeak_n","emo",-0.0333380312335736,0.0194523102267052,-0.0714813727272645,0.00480531026011742,-1.7138340302534,2636,0.0866767769843749,1
"TripsPMPeak","emo",-0.0523314843267854,0.0195729440234189,-0.0907113723308963,-0.0139515963226746,-2.67366443515964,2636,0.00754903268592686,1
"PercentTripsPMPeak_n","emo",-0.0288691951820586,0.0195700562030866,-0.0672434205622538,0.0095050301981365,-1.47517180750382,2636,0.140285785213226,1
"TripsAtNight","emo",-0.0244183086021522,0.0202351752954037,-0.0640967422936765,0.0152601250893722,-1.20672582498945,2636,0.227646031359302,1
"PercentTripsAtNight_n","emo",-0.033832300974035,0.0203109764310064,-0.0736593704094482,0.00599476846137813,-1.6657151412173,2636,0.0958889867254808,1
"TripsLt15Miles","emo",-0.0471898957184458,0.0192851986461137,-0.0850055540726145,-0.00937423736427717,-2.44694890544751,2636,0.0144719980148464,1
"PercentDistLt15Miles_n","emo",-0.00229554977026222,0.0205958847808269,-0.0426812858295857,0.0380901862890613,-0.111456720344405,2636,0.911262669498671,1
"TripsVgt60","emo",-0.0566614008160342,0.0211307733536743,-0.0980959808048144,-0.015226820827254,-2.68146365812881,2636,0.0073757815738724,1
"PercentTripsVgt60_n","emo",-0.043700746950381,0.0216092820088503,-0.0860736174984496,-0.00132787640231249,-2.02231369522056,2636,0.0432447611664229,1
"SpeedingPer1000Miles","emo",-0.00492016637035568,0.0203267338684187,-0.0447781340029124,0.0349378012622011,-0.242053957227239,2636,0.808757183364112,1
"DecelerationPer1000Miles","emo",0.0382274713106157,0.0196207600130427,-0.00024617736252755,0.0767011199837589,1.94831756186836,2636,0.0514829631916245,1
"DaysDriving","ins",-0.0137867501948554,0.0180574900725522,-0.0491950385847201,0.0216215381950093,-0.763492054513801,2636,0.445238324965639,1
"Miles_n","ins",-0.0477925996168853,0.0189782557772474,-0.0850063846444528,-0.0105788145893177,-2.51828198427923,2636,0.011851657856629,1
"Trips","ins",-0.0211233967755263,0.0181107342070283,-0.0566360896901077,0.0143892961390551,-1.16634679378867,2636,0.243579772080983,1
"TripMinutes_n","ins",-0.0505900950119441,0.0186639637922563,-0.0871875960931562,-0.013992593930732,-2.71057614422367,2636,0.00676016792791342,1
"TripChains","ins",0.00522538208172753,0.0185697565575135,-0.0311873913921159,0.041638155555571,0.28139206163224,2636,0.778431792553255,1
"MilesPerTrip_n","ins",-0.043363623335567,0.0190773767109936,-0.0807717710676665,-0.00595547560346749,-2.27303910765562,2636,0.0231039688123212,1
"MinutesPerTrip_n","ins",-0.0494067775730397,0.0185300440074644,-0.0857416801235607,-0.0130718750225187,-2.66630654266862,2636,0.00771581774385847,1
"MilesPerChain_n","ins",-0.0525089781981563,0.0185695450946218,-0.0889213370219557,-0.0160966193743569,-2.82769329730992,2636,0.00472386391837275,1
"MinutesPerChain_n","ins",-0.0472310034001879,0.0182077932977904,-0.0829340160249148,-0.011527990775461,-2.59399931818863,2636,0.00953919275380205,1
"Average_speed","ins",-0.0385234580124889,0.0213432664687449,-0.0803747081735385,0.00332779214856059,-1.80494668278179,2636,0.0711970965306543,1
"LeftTurnCount","ins",-0.0339368585276304,0.0185939442897949,-0.0703970608632192,0.00252334380795841,-1.82515651325557,2636,0.068090524838113,1
"RightToLeftTurnRatio_n","ins",0.00556860998458161,0.0201518530689603,-0.0339464401242112,0.0450836600933744,0.276332403056217,2636,0.782314433504595,1
"TripsAMPeak","ins",-0.0679104295319108,0.0181169270396056,-0.103435265751069,-0.0323855933127524,-3.74845189713747,2636,0.000181752099672642,0.0523446047057209
"PercentTripsAMPeak_n","ins",-0.0667084556558054,0.0182209077654469,-0.102437183972525,-0.0309797273390862,-3.66109397591637,2636,0.000256075377557965,0.073749708736694
"TripsPMPeak","ins",-0.0131678772874062,0.0183933303083444,-0.0492347028202555,0.0228989482454431,-0.715905008318825,2636,0.474113417108921,1
"PercentTripsPMPeak_n","ins",0.0254787345593381,0.0183683936585428,-0.0105391935861056,0.0614966627047819,1.38709650026955,2636,0.165529608428077,1
"TripsAtNight","ins",-0.00276863523206385,0.018996933386117,-0.0400190445168584,0.0344817740527307,-0.145741166523602,2636,0.884136865372086,1
"PercentTripsAtNight_n","ins",-0.00915387032779533,0.0190721048667308,-0.0465516806884632,0.0282439400328725,-0.479961199445963,2636,0.63129480530309,1
"TripsLt15Miles","ins",-0.0226315696561259,0.0181153453913051,-0.0581533044775301,0.0128901651652783,-1.24930379008885,2636,0.211664902959981,1
"PercentDistLt15Miles_n","ins",-0.00617750842997481,0.0193299806034076,-0.0440809781273674,0.0317259612674178,-0.319581719025926,2636,0.749310759330243,1
"TripsVgt60","ins",-0.0175866186983124,0.0198564059860441,-0.0565223371572574,0.0213490997606326,-0.885689923477241,2636,0.375865426757216,1
"PercentTripsVgt60_n","ins",-0.0160549124672528,0.0202947538050918,-0.055850171533976,0.0237403465994704,-0.79108683068748,2636,0.428964494305297,1
"SpeedingPer1000Miles","ins",0.0208515262439994,0.0190735860721992,-0.0165491885596546,0.0582522410476534,1.09321478221611,2636,0.274399401925837,1
"DecelerationPer1000Miles","ins",0.0491169812263417,0.0184035104934819,0.0130301937314609,0.0852037687212225,2.6688919618753,2636,0.00765683991622215,1
"DaysDriving","dep",-0.0148949450731284,0.0195305995948335,-0.0531918013971425,0.0234019112508856,-0.762646584443246,2636,0.445742433144809,1
"Miles_n","dep",-0.0781024832775776,0.020494773384141,-0.118289953604567,-0.0379150129505886,-3.81084883514808,2636,0.000141658230417825,0.0407975703603336
"Trips","dep",-0.0265006938037904,0.0195864363429353,-0.0649070384161323,0.0119056508085514,-1.3530125307021,2636,0.17616765470304,1
"TripMinutes_n","dep",-0.0488864092077442,0.0201922192724428,-0.088480611965569,-0.00929220644991936,-2.42105181942342,2636,0.0155427956216909,1
"TripChains","dep",-0.00978648240196158,0.0200840484200311,-0.0491685767924451,0.0295956119885219,-0.487276379606858,2636,0.626103002381247,1
"MilesPerTrip_n","dep",-0.0748061404645651,0.020602437770476,-0.115204726047625,-0.034407554881505,-3.6309363628689,2636,0.00028777305258436,0.0828786391442957
"MinutesPerTrip_n","dep",-0.0432270273615259,0.0200510378820149,-0.0825443925651022,-0.00390966215794961,-2.15584986751728,2636,0.0311856181318959,1
"MilesPerChain_n","dep",-0.076563606182471,0.0200595066473414,-0.115897577485997,-0.0372296348789449,-3.81682398916916,2636,0.000138291085804945,0.0398278327118243
"MinutesPerChain_n","dep",-0.0498585242352159,0.0196943510570507,-0.0884764749624473,-0.0112405735079845,-2.53161549171056,2636,0.0114114941514676,1
"Average_speed","dep",-0.112387632647948,0.0229947240732391,-0.157477167138027,-0.0672980981578677,-4.88753995438208,2636,0.0000010822633316588,0.000311691839517733
"LeftTurnCount","dep",-0.0257687615143154,0.0201172555228899,-0.0652159705286968,0.013678447500066,-1.28092827995325,2636,0.200331541267391,1
"RightToLeftTurnRatio_n","dep",-0.0160921060931645,0.0217938750132617,-0.0588269384813721,0.0266427262950431,-0.738377460794482,2636,0.460350839169592,1
"TripsAMPeak","dep",-0.050895899335932,0.0196220105204974,-0.0893720000845525,-0.0124197985873114,-2.5938167387468,2636,0.00954424650795885,1
"PercentTripsAMPeak_n","dep",-0.0557586301809075,0.0197275137376464,-0.0944416084260051,-0.0170756519358099,-2.82643981002544,2636,0.0047423344874232,1
"TripsPMPeak","dep",-0.00636337973351185,0.0198953802717119,-0.045375521479479,0.0326487620124553,-0.319842076231113,2636,0.749113396835546,1
"PercentTripsPMPeak_n","dep",0.0158716130937666,0.019871706253708,-0.023094107114464,0.0548373333019972,0.798704091693438,2636,0.424533967923589,1
"TripsAtNight","dep",-0.00419712687315418,0.0205465967547371,-0.0444862157996291,0.0360919620533207,-0.204273579866043,2636,0.838155484406439,1
"PercentTripsAtNight_n","dep",0.0016209015582139,0.0206288576359971,-0.0388294897970678,0.0420712929134956,0.078574470133792,2636,0.937377058487279,1
"TripsLt15Miles","dep",-0.00906958529394026,0.0195981734183165,-0.0474989447188768,0.0293597741309963,-0.462777071125609,2636,0.64356236714449,1
"PercentDistLt15Miles_n","dep",0.0455454094193254,0.0208884700420618,0.00458595335424239,0.0865048654844085,2.1804090643122,2636,0.0293153109324466,1
"TripsVgt60","dep",-0.0415851960483937,0.0214641822603984,-0.0836735456736853,0.000503153576897848,-1.93742279784489,2636,0.0528003790456318,1
"PercentTripsVgt60_n","dep",-0.0438140244908255,0.0219363840024712,-0.0868282976743928,-0.000799751307258102,-1.99732209674529,2636,0.0458928250656625,1
"SpeedingPer1000Miles","dep",0.0308576048059567,0.0206255036061708,-0.00958620975183649,0.0713014193637498,1.49608976319611,2636,0.134749976954813,1
"DecelerationPer1000Miles","dep",0.030613975128173,0.0199227972709562,-0.0084519276339778,0.0696798778903239,1.53663035927202,2636,0.124503869447858,1
"DaysDriving","anx",0.0000852366779592322,0.0195880028294004,-0.0383241796018344,0.0384946529577528,0.00435147363932872,2636,0.996528366595357,1
"Miles_n","anx",-0.0561683981635816,0.0205802241670591,-0.0965234258837935,-0.0158133704433698,-2.72924131961037,2636,0.00639018795786719,1
"Trips","anx",0.000522168300959891,0.0196486534993028,-0.0380061757147657,0.0390505123166855,0.0265752714799729,2636,0.978800508408157,1
"TripMinutes_n","anx",-0.022555002582129,0.0202670736550365,-0.0622959846296267,0.0171859794653686,-1.11288896295711,2636,0.265857596652571,1
"TripChains","anx",-0.00130398741067874,0.020141747551251,-0.0407992219701376,0.0381912471487801,-0.0647405299545497,2636,0.948385501296265,1
"MilesPerTrip_n","anx",-0.0799239564946984,0.0206537319023464,-0.120423122911899,-0.0394247900774982,-3.86971017502259,2636,0.000111606947079891,0.0321428007590086
"MinutesPerTrip_n","anx",-0.0397189372986295,0.0201105971380665,-0.0791530901236352,-0.000284784473623775,-1.97502525787498,2636,0.048369466603875,1
"MilesPerChain_n","anx",-0.0546286923779811,0.0201436742372982,-0.0941277049074082,-0.015129679848554,-2.71195273188196,2636,0.00673223732855286,1
"MinutesPerChain_n","anx",-0.0207189980282114,0.019769933838024,-0.059485156335525,0.0180471602791022,-1.04800543076993,2636,0.29473218419688,1
"Average_speed","anx",-0.119957418688921,0.0230458821675947,-0.165147267262029,-0.0747675701158128,-5.20515629718854,2636,0.000000208759910772577,0.0000601228543025021
"LeftTurnCount","anx",-0.00194895501044941,0.0201803995378086,-0.0415199808720978,0.037622070851199,-0.0965766315378437,2636,0.9230699566907,1
"RightToLeftTurnRatio_n","anx",-0.00397318879361243,0.0218576424231218,-0.0468330604219983,0.0388866828347735,-0.181775724787658,2636,0.855772712239696,1
"TripsAMPeak","anx",-0.0520997850498266,0.0196764578855064,-0.090682649695011,-0.0135169204046423,-2.64782337110598,2636,0.00814945136293044,1
"PercentTripsAMPeak_n","anx",-0.0680744383982047,0.0197688543105379,-0.106838479898564,-0.0293103968978449,-3.44351965616526,2636,0.000583155080063279,0.167948663058224
"TripsPMPeak","anx",0.0139129197395507,0.0199502015094632,-0.0252067190167091,0.0530325584958105,0.697382416561117,2636,0.485625004044013,1
"PercentTripsPMPeak_n","anx",0.0370567337194619,0.0199172515500229,-0.00199829463625998,0.0761117620751838,1.86053450328689,2636,0.0629212219743445,1
"TripsAtNight","anx",0.020137941815479,0.0206011426658154,-0.0202581042430328,0.0605339878739908,0.97751576901096,2636,0.32840357471679,1
"PercentTripsAtNight_n","anx",0.0177701503718168,0.0206843353580119,-0.0227890252703409,0.0583293260139745,0.859111499801402,2636,0.390357120233428,1
"TripsLt15Miles","anx",0.0148630726903674,0.0196522734572435,-0.0236723695718037,0.0533985149525385,0.756302965288178,2636,0.449535154259216,1
"PercentDistLt15Miles_n","anx",0.0498342261365914,0.0209439554171927,0.00876597077790994,0.0909024814952729,2.37940852832808,2636,0.0174112212842027,1
"TripsVgt60","anx",-0.0627658742260271,0.0215054947265075,-0.104935231992993,-0.0205965164590609,-2.91859708526781,2636,0.00354588164902623,1
"PercentTripsVgt60_n","anx",-0.0778630846502601,0.0219627733879358,-0.120929103838793,-0.034797065461727,-3.54523007067179,2636,0.000399098385299329,0.114940334966207
"SpeedingPer1000Miles","anx",-0.0220159597163872,0.0206881793169704,-0.0625826728405988,0.0185507534078243,-1.06418063083626,2636,0.287344351113139,1
"DecelerationPer1000Miles","anx",0.0178496197520694,0.0199850717957436,-0.021338394905154,0.0570376344092928,0.89314764212511,2636,0.37185964280528,1
"DaysDriving","ang",0.0327728106144937,0.019473905798261,-0.00541287686540681,0.0709584980943943,1.68290896310181,2636,0.0925111379781467,1
"Miles_n","ang",-0.0141243419170429,0.0204983935190602,-0.0543189108375083,0.0260702270034224,-0.68904628569598,2636,0.490854783850055,1
"Trips","ang",0.0215433765141493,0.0195401921535599,-0.01677228951622,0.0598590425445187,1.10251610346752,2636,0.270338009358143,1
"TripMinutes_n","ang",0.0160110222758434,0.0201621663804557,-0.0235242508377089,0.0555462953893958,0.794112198744864,2636,0.427201598673252,1
"TripChains","ang",0.0224396747188613,0.0200304276020323,-0.0168372765216178,0.0617166259593405,1.12027936520859,2636,0.262696789631642,1
"MilesPerTrip_n","ang",-0.0399489177118632,0.0205880288086235,-0.0803192492754211,0.000421413851694627,-1.940395463947,2636,0.0524381518812379,1
"MinutesPerTrip_n","ang",-0.0060416110993055,0.0200186435220413,-0.0452954553575265,0.0332122331589155,-0.301799224940164,2636,0.762828929039058,1
"MilesPerChain_n","ang",-0.0325098134726101,0.0200550355617846,-0.0718350175838976,0.00681539063867739,-1.6210299589076,2636,0.105130815209999,1
"MinutesPerChain_n","ang",-0.00574976763833211,0.0196691106047403,-0.0443182252626512,0.032818689985987,-0.292324739734109,2636,0.770061350531161,1
"Average_speed","ang",-0.0826437615183896,0.0229851627663848,-0.127714547582796,-0.0375729754539835,-3.59552648629723,2636,0.00032967805056475,0.094947278562648
"LeftTurnCount","ang",0.0203905947046273,0.0200697332803444,-0.0189634296388933,0.0597446190481479,1.01598732877019,2636,0.309728661910381,1
"RightToLeftTurnRatio_n","ang",-0.0190171230007957,0.0217389766286247,-0.0616443071041334,0.023610061102542,-0.874793847275909,2636,0.381765781818321,1
"TripsAMPeak","ang",-0.0204643029170259,0.0195943089677063,-0.0588860846785594,0.0179574788445076,-1.04440033842242,2636,0.296395972355909,1
"PercentTripsAMPeak_n","ang",-0.0381758303105642,0.0196944070471988,-0.0767938908268804,0.00044223020575207,-1.93840973323409,2636,0.0526798870554236,1
"TripsPMPeak","ang",0.0148418921034246,0.0198443720054745,-0.0240702293521287,0.0537540135589779,0.747914426283189,2636,0.454578492525001,1
"PercentTripsPMPeak_n","ang",0.020260154616273,0.0198209476781578,-0.0186060349111091,0.0591263441436551,1.02215872546796,2636,0.306799578792194,1
"TripsAtNight","ang",0.0330153912610066,0.0204857675956313,-0.0071544199364218,0.0731852024584351,1.61162578394414,2636,0.107163113206814,1
"PercentTripsAtNight_n","ang",0.026112585310414,0.0205714904712194,-0.0142253168170516,0.0664504874378796,1.26935796640243,2636,0.204425478956758,1
"TripsLt15Miles","ang",0.0320875555483522,0.0195404239158383,-0.00622856493640494,0.0704036760331093,1.64211153691215,2636,0.100686172265297,1
"PercentDistLt15Miles_n","ang",0.0307689681597188,0.0208468912517151,-0.0101089575379887,0.0716468938574264,1.47594995283469,2636,0.140076766513863,1
"TripsVgt60","ang",-0.0282613344351083,0.0214191749535401,-0.0702614308372504,0.0137387619670338,-1.31944085131241,2636,0.187136360877555,1
"PercentTripsVgt60_n","ang",-0.0391109956981957,0.0218853378447265,-0.0820251742912438,0.00380318289485248,-1.78708667765071,2636,0.074038345684296,1
"SpeedingPer1000Miles","ang",0.000185552622127346,0.0205831398267662,-0.0401751923112377,0.0405462975554924,0.0090147870387614,2636,0.992808020184705,1
"DecelerationPer1000Miles","ang",0.00961226439975827,0.0198814588974498,-0.0293725794198263,0.0485971082193428,0.483478825640468,2636,0.628795947363178,1
