"IV","DV","N","beta","se","CI_low","CI_high","t","df_error","p","p.adj"
"PercentTripsAMPeak_n","info",2658,-0.0343359269810043,0.0195906176932681,-0.0727504706541152,0.00407861669210668,-1.75267199424769,2636,0.0797745738549982,1
"TripsPMPeak","info",2664,-0.0429578451257658,0.0194973371810045,-0.0811894384840588,-0.00472625176747282,-2.20326728347387,2642,0.0276619267817864,0.571575035639772
"PercentTripsPMPeak_n","info",2662,-0.0390551381799703,0.0195970189148688,-0.07748220703439,-0.0006280693255507,-1.99291220514862,2640,0.0463738397817366,0.761815852245065
"TripsAtNight","info",2662,-0.00745117696008733,0.0201023555001666,-0.0468691416156619,0.0319667876954873,-0.370661883878512,2640,0.710919121016766,1
"PercentTripsAtNight_n","info",2659,-0.0255010134505781,0.0202807764443983,-0.0652688578814805,0.0142668309803244,-1.25739828159398,2637,0.208720797158845,1
"TripsLt15Miles","info",2662,-0.0328944547948926,0.0192328194564606,-0.0706073784149891,0.00481846882520393,-1.71032930815783,2640,0.0873224879575105,1
"PercentDistLt15Miles_n","info",2659,-0.000450893165105335,0.0204341595378199,-0.0405195009821752,0.0396177146519645,-0.0220656574727634,2637,0.982397250612976,1
"TripsVgt60","info",2664,-0.0217524751632819,0.02100037126477,-0.0629313113866243,0.0194263610600606,-1.03581383819502,2642,0.300383795950197,1
"PercentTripsVgt60_n","info",2660,-0.0100929532052469,0.0215300040274848,-0.0523103556834047,0.032124449272911,-0.468785476879725,2638,0.639261717350903,1
"SpeedingPer1000Miles","info",2656,-0.0107928673593316,0.0198244135864274,-0.0496658666215919,0.0280801319029287,-0.544423032352435,2634,0.586196483831753,1
"DecelerationPer1000Miles","info",2662,0.044341252676529,0.019480572663304,0.00614251896564103,0.082539986387417,2.27617808998273,2640,0.0229151017109758,0.496310855241238
"DaysDriving","emo",2669,-0.0362772308435133,0.0193907684873766,-0.0742998247504967,0.00174536306347001,-1.87085059919775,2647,0.0614760439195456,0.960988408244219
"Miles_n","emo",2668,-0.0626688452090717,0.0201246950734481,-0.102130573663531,-0.0232071167546123,-3.11402706875072,2646,0.00186527080214731,0.101610369224164
