"IV","DV","N","beta","se","CI_low","CI_high","t","df_error","p","p.adj"
"Trips","emo",2667,-0.0360097606933787,0.0193126083185237,-0.0738791065041088,0.00185958511735144,-1.86457262009709,2645,0.0623520154772816,0.9662790958972
"TripMinutes_n","emo",2668,-0.0584639025801828,0.019812962434852,-0.0973143666805849,-0.0196134384797807,-2.95079056311851,2646,0.00319745133258614,0.151262203822878
"TripChains","emo",2669,-0.00905671060429303,0.019820825453543,-0.0479225862714635,0.0298091650628775,-0.456929032825629,2647,0.647759549348574,1
"MilesPerTrip_n","emo",2666,-0.0522295213729077,0.0203037005105124,-0.092042268378455,-0.0124167743673604,-2.57241389794266,2644,0.0101533204509603,0.294392323335418
"MinutesPerTrip_n","emo",2664,-0.0451823834306766,0.019832240139294,-0.0840706753728301,-0.00629409148852316,-2.2782289400155,2642,0.0227924498595965,0.496310855241238
"MilesPerChain_n","emo",2663,-0.0364586749600392,0.0198039099993669,-0.0752914221381112,0.00237407221803277,-1.84098367247704,2641,0.0657360537750569,0.99482980960838
"MinutesPerChain_n","emo",2663,-0.0240556967757468,0.0195389414214659,-0.0623688769695165,0.014257483418023,-1.23116684045732,2641,0.218370095733617,1
"Average_speed","emo",2666,-0.0667888818166238,0.0228414711374475,-0.111577845836206,-0.0219999177970419,-2.92401839683289,2644,0.00348481676935135,0.160629540936932
"LeftTurnCount","emo",2668,-0.0517392327693121,0.0197854009695359,-0.0905356526689875,-0.0129428128696367,-2.61502068363317,2646,0.00897285554501207,0.279003454400909
"RightToLeftTurnRatio_n","emo",2669,0.0285103918835396,0.0212877576607153,-0.0132319333497581,0.0702527171168373,1.33928581572276,2647,0.180592629514581,1
"TripsAMPeak","emo",2666,-0.054410073254198,0.0196299574519713,-0.0929017033568166,-0.0159184431515794,-2.77178763058062,2644,0.00561397424751213,0.205960725674035
"PercentTripsAMPeak_n","emo",2663,-0.0401117592399885,0.0197085792289693,-0.0787575758722612,-0.00146594260771579,-2.03524357458649,2641,0.0419260257520642,0.738913501752389
"TripsPMPeak","emo",2669,-0.0508355926402246,0.0196880372190487,-0.0894410890903935,-0.0122300961900558,-2.58205488310637,2647,0.0098746658285442,0.29100647326217
"PercentTripsPMPeak_n","emo",2667,-0.0385099930124992,0.01979286296177,-0.0773210515562969,0.00030106553129855,-1.94565046435583,2645,0.0518025409161387,0.831463361996012
"TripsAtNight","emo",2667,-0.00821587661348439,0.020280521637168,-0.0479831661702901,0.0315514129433213,-0.405111700797045,2645,0.685428167629254,1
"PercentTripsAtNight_n","emo",2664,-0.0173643640060901,0.0204725709292327,-0.0575082564514538,0.0227795284392736,-0.848177010406427,2642,0.396416233403055,1
"TripsLt15Miles","emo",2667,-0.0350223645675867,0.0193884733336182,-0.0730404711486988,0.00299574201352526,-1.80634978138586,2645,0.0709773388001643,1
"PercentDistLt15Miles_n","emo",2664,0.00808398079601078,0.0205599027506824,-0.0322311573253089,0.0483991189173305,0.393191587238538,2642,0.694209706850492,1
"TripsVgt60","emo",2669,-0.0494787203461038,0.0211844144352392,-0.0910184039204145,-0.00793903677179318,-2.33561897579753,2647,0.0195854331278042,0.462101447999716
"PercentTripsVgt60_n","emo",2665,-0.0329049660328249,0.021731180980601,-0.0755168120843844,0.00970688001873463,-1.51418213589949,2643,0.13009922177294,1
"SpeedingPer1000Miles","emo",2661,-0.0215260687370371,0.019961612086111,-0.0606680616458207,0.0176159241717466,-1.07837326184765,2639,0.280965770410012,1
"DecelerationPer1000Miles","emo",2667,0.0476864388716984,0.019680263434342,0.00909617238104894,0.0862767053623479,2.42305897127808,2645,0.0154571495463106,0.396955154750614
"DaysDriving","ins",2580,-0.0218150000697363,0.0186093519450281,-0.0583059258699257,0.0146759257304531,-1.17226006226212,2558,0.241201822830561,1
"Miles_n","ins",2579,-0.0442202418457832,0.0192897962490978,-0.0820454523110064,-0.0063950313805601,-2.29241622227355,2557,0.0219625047533714,0.4935168199088
"Trips","ins",2578,-0.0247386513513241,0.0186852705893053,-0.0613784589709996,0.0119011562683515,-1.32396537867017,2556,0.185632930663898,1
"TripMinutes_n","ins",2579,-0.044138144561139,0.0189689560177305,-0.0813342219281966,-0.00694206719408132,-2.32686208560358,2557,0.0200503452321166,0.462101447999716
"TripChains","ins",2580,-0.00228887493245043,0.0191695870753324,-0.0398783612107792,0.0353006113458784,-0.119401368608287,2558,0.904966753100893,1
"MilesPerTrip_n","ins",2577,-0.0479396552855952,0.01952298367479,-0.0862221353398125,-0.00965717523137786,-2.45554962725803,2555,0.0141330951225229,0.379203691543186
"MinutesPerTrip_n","ins",2575,-0.0466673653731802,0.019112801775006,-0.0841455365677826,-0.00918919417857775,-2.44168102209942,2553,0.0146865115011005,0.386060076822346
"MilesPerChain_n","ins",2574,-0.0370138662448573,0.0189847062207896,-0.0742408626025235,0.000213130112808976,-1.94966758054568,2552,0.051325135954706,0.831222340146634
"MinutesPerChain_n","ins",2574,-0.025573727482459,0.0187459688550187,-0.0623325851740521,0.0111851302091341,-1.36422543322493,2552,0.172616919505594,1
"Average_speed","ins",2577,-0.0553754517031725,0.0219313950662928,-0.0983805685527385,-0.0123703348536065,-2.5249397740448,2555,0.011631870706071,0.326722970860672
"LeftTurnCount","ins",2579,-0.0283550765912508,0.0188977720031157,-0.0654115697812754,0.00870141659877382,-1.50044548037598,2557,0.133622505973103,1
"RightToLeftTurnRatio_n","ins",2580,-0.0241006265976493,0.020383921381443,-0.0640712910702432,0.0158700378749447,-1.18233514281456,2558,0.237182635729679,1
"TripsAMPeak","ins",2577,-0.0544452851348997,0.018882768093915,-0.0914723710027819,-0.0174181992670175,-2.88333176916179,2555,0.00396782292818782,0.173971658312711
"PercentTripsAMPeak_n","ins",2574,-0.0530113987587102,0.0189223358152124,-0.0901160933628362,-0.0159067041545841,-2.80152510115016,2552,0.00512451777174555,0.196004130205751
"TripsPMPeak","ins",2580,-0.0310269070208822,0.0189176440320298,-0.0681223602492592,0.0060685462074947,-1.64010417831893,2558,0.101106461153146,1
"PercentTripsPMPeak_n","ins",2578,-0.0113938586682061,0.0190170692222632,-0.0486842877504902,0.025896570414078,-0.59913851787779,2556,0.549133615857418,1
"TripsAtNight","ins",2578,-0.00631272503278155,0.0196162763376278,-0.0447781348747163,0.0321526848091532,-0.321810568128698,2556,0.747622522752267,1
"PercentTripsAtNight_n","ins",2575,0.00267999081204341,0.0197652144263623,-0.0360774921927736,0.0414374738168605,0.135591284477487,2553,0.892155085343501,1
"TripsLt15Miles","ins",2578,-0.0286724084866228,0.018776897541755,-0.0654918867133945,0.00814706974014897,-1.52700457692026,2556,0.126883601344777,1
"PercentDistLt15Miles_n","ins",2575,0.00522190198722252,0.0197708570082408,-0.03354664552044,0.043990449494885,0.264121175174447,2553,0.791707865738127,1
"TripsVgt60","ins",2580,-0.0133774156478296,0.0203419930401469,-0.0532658631794101,0.0265110318837509,-0.657625613253727,2558,0.510837902217657,1
"PercentTripsVgt60_n","ins",2576,-0.0179793905476129,0.0208954615978313,-0.05895316041851,0.0229943793232842,-0.86044476516752,2554,0.389624682329207,1
"SpeedingPer1000Miles","ins",2572,0.0052962156330931,0.0190920211809217,-0.0321412279176358,0.042733659183822,0.277404659407433,2550,0.781491890567041,1
"DecelerationPer1000Miles","ins",2578,0.0497937222891573,0.0188761543057429,0.0127796122147981,0.0868078323635165,2.63791667956475,2556,0.00839228280761396,0.2766134118201
"DaysDriving","dep",2682,-0.0161794656963043,0.0193437026541434,-0.0541096852643052,0.0217507538716967,-0.836420306162978,2660,0.402993623650678,1
"Miles_n","dep",2681,-0.0529030265453918,0.0200893234324007,-0.092295307994387,-0.0135107450963966,-2.63339015489532,2659,0.00850268256459411,0.2766134118201
"Trips","dep",2680,-0.018645823737502,0.0192826439292752,-0.0564563288766618,0.0191646814016578,-0.966974435969003,2658,0.33364478629586,1
"TripMinutes_n","dep",2681,-0.0401155835984013,0.0197753280048037,-0.0788921650563431,-0.00133900214045953,-2.0285672929752,2659,0.0426018576494079,0.743534953430011
"TripChains","dep",2682,-0.000130046760385488,0.0197764006702973,-0.0389087249225243,0.0386486314017534,-0.00657585586748396,2660,0.99475375704774,1
"MilesPerTrip_n","dep",2679,-0.0433068946657888,0.0202720314432381,-0.0830574539407444,-0.0035563353908333,-2.1362878598057,2657,0.0327470859143914,0.632994283421207
"MinutesPerTrip_n","dep",2677,-0.0280822575097164,0.0198079355822174,-0.0669228043977374,0.0107582893783046,-1.41772762704899,2655,0.156387648490284,1
"MilesPerChain_n","dep",2676,-0.0475631613136908,0.0197659091786036,-0.0863213070568215,-0.00880501557056015,-2.40632297173446,2654,0.016181959804871,0.409715926891123
"MinutesPerChain_n","dep",2676,-0.0450424682559808,0.0194882250459917,-0.0832561147815407,-0.00682882173042097,-2.31126581049232,2654,0.0208944390315779,0.475459688812793
"Average_speed","dep",2679,-0.0645817098506287,0.0227676275956609,-0.109225776866089,-0.0199376428351687,-2.83655859967319,2657,0.00459480397214723,0.179563984353265
"LeftTurnCount","dep",2681,-0.016567372337427,0.0197257276565204,-0.0552466946275267,0.0221119499526728,-0.839886498785286,2659,0.40104753707368,1
"RightToLeftTurnRatio_n","dep",2682,-0.012190437599079,0.0212306069958483,-0.0538206052723799,0.0294397300742218,-0.574191665903046,2660,0.565886658226493,1
"TripsAMPeak","dep",2679,-0.0665523491385977,0.0195750289829219,-0.104936186104979,-0.0281685121722161,-3.39985954537594,2657,0.000684155623318062,0.0439245121673398
"PercentTripsAMPeak_n","dep",2676,-0.0789949922028071,0.0195854742480138,-0.117399330626793,-0.0405906537788216,-4.03334589719307,2654,0.0000565395178540797,0.00597878940951988
"TripsPMPeak","dep",2682,-0.0114801643849743,0.0196472220083355,-0.0500055417649765,0.027045212995028,-0.584314890934897,2660,0.559058025605944,1
"PercentTripsPMPeak_n","dep",2680,0.0133454388048456,0.0197211944541778,-0.0253250011511593,0.0520158787608504,0.676705401179108,2658,0.498651772292171,1
"TripsAtNight","dep",2680,0.0066428367616466,0.0201854362339887,-0.0329379148853139,0.0462235884086071,0.329090572264236,2658,0.74211315735779,1
"PercentTripsAtNight_n","dep",2677,0.023683376732421,0.0203666616127554,-0.0162527525042297,0.0636195059690716,1.16285020995234,2655,0.244994787826709,1
"TripsLt15Miles","dep",2680,-0.00901709584882403,0.019363034202631,-0.0469852348091033,0.0289510431114552,-0.465686098287159,2658,0.641478358868746,1
"PercentDistLt15Miles_n","dep",2677,0.0155352075846851,0.0205187948920427,-0.0246992333938864,0.0557696485632565,0.757120857556293,2655,0.449044643061393,1
"TripsVgt60","dep",2682,-0.0189027792969249,0.0211493080614946,-0.0603735314495358,0.022567972855686,-0.893777670738086,2660,0.371521715430642,1
"PercentTripsVgt60_n","dep",2678,-0.00748855505065695,0.0216784140801308,-0.0499968371710154,0.0350197270697014,-0.345438325099645,2656,0.729792224636017,1
"SpeedingPer1000Miles","dep",2674,0.0351816124544305,0.019972099260907,-0.00398085628425856,0.0743440811931196,1.76153803337511,2652,0.0782625932544411,1
"DecelerationPer1000Miles","dep",2680,0.0633972591768649,0.0195924097212651,0.0249793476512714,0.101815170702458,3.23580713545691,2658,0.00122788029840042,0.0713935581644045
"DaysDriving","anx",2684,-0.00892825482425594,0.0195509661388223,-0.0472648751725372,0.0294083655240254,-0.456665658405859,2662,0.647948636445729,1
"Miles_n","anx",2683,-0.0479493872794782,0.0203310552822388,-0.0878156565645207,-0.00808311799443568,-2.35843081501858,2661,0.018424320357758,0.45901972591931
"Trips","anx",2682,-0.00126941819158136,0.0194955376832623,-0.0394973644200653,0.0369585280369026,-0.065113269108305,2660,0.948088708508825,1
"TripMinutes_n","anx",2683,-0.0256664147434442,0.0200092529614937,-0.0649016760558418,0.0135688465689534,-1.28272728586306,2661,0.199699355182776,1
"TripChains","anx",2684,0.0117311127756065,0.0199888483042655,-0.0274641312445017,0.0509263567957147,0.58688287574343,2662,0.557332138467144,1
"MilesPerTrip_n","anx",2681,-0.0591359207326703,0.0204948086052511,-0.0993233004390094,-0.0189485410263312,-2.88540975774317,2659,0.00394052567489678,0.173971658312711
"MinutesPerTrip_n","anx",2679,-0.0387633083747096,0.020027433285796,-0.0780342455859775,0.000507628836558228,-1.93551054803422,2657,0.0530336514293979,0.843690509045388
"MilesPerChain_n","anx",2678,-0.0539864593295682,0.0199887162886746,-0.0931814847627966,-0.0147914338963397,-2.70084674522877,2656,0.00696023035667464,0.236079252277415
"MinutesPerChain_n","anx",2678,-0.0404452472820034,0.0197157045450408,-0.0791049355739788,-0.00178555899002796,-2.05142287406497,2656,0.0403236594107954,0.732208591639616
"Average_speed","anx",2681,-0.0705155677825878,0.0230330454741845,-0.11568006588028,-0.0253510696848958,-3.0614956177472,2659,0.00222436657103527,0.114247943811626
"LeftTurnCount","anx",2683,-0.00321244078987193,0.0199490492985011,-0.0423296513957279,0.035904769815984,-0.161032274862005,2661,0.872080204732112,1
"RightToLeftTurnRatio_n","anx",2684,-0.00814947892846039,0.0214613188641668,-0.0502320250096604,0.0339330671527396,-0.379728710059254,2662,0.704177096964736,1
"TripsAMPeak","anx",2681,-0.0680604992276653,0.0197639474432401,-0.106814765036916,-0.0293062334184146,-3.44366930863015,2659,0.000582756032542992,0.0402924343722522
"PercentTripsAMPeak_n","anx",2678,-0.0840619311403528,0.0197793170790349,-0.12284635455047,-0.0452775077302357,-4.24999158486894,2656,0.0000221148663903036,0.00283966011454792
"TripsPMPeak","anx",2684,0.00159929528468769,0.0198829407128274,-0.0373882792475736,0.040586869816949,0.080435550645479,2662,0.935896899546312,1
"PercentTripsPMPeak_n","anx",2682,0.022166289463558,0.0199761959258345,-0.0170041584671028,0.0613367373942188,1.10963516506619,2660,0.267256576104683,1
"TripsAtNight","anx",2682,0.023196407470473,0.0203931458319218,-0.016791619274829,0.0631844342157751,1.13746097152717,2660,0.255448078672214,1
"PercentTripsAtNight_n","anx",2679,0.0285521795929521,0.0205783426631869,-0.0117990122500446,0.0689033714359487,1.38748683799642,2657,0.165409717278509,1
"TripsLt15Miles","anx",2682,0.0120598993061044,0.0195729646131317,-0.0263198699990123,0.050439668611221,0.616150876705377,2660,0.537847667395135,1
"PercentDistLt15Miles_n","anx",2679,0.0278662886898931,0.0207407759708492,-0.0128034116776456,0.0685359890574317,1.34355092254304,2657,0.179208378188755,1
"TripsVgt60","anx",2684,-0.0338561299697755,0.0213893040184905,-0.0757974653415644,0.0080852054020135,-1.58285327753104,2662,0.113573701057247,1
"PercentTripsVgt60_n","anx",2680,-0.0369087158288632,0.0219188255113823,-0.0798883957774324,0.00607096411970594,-1.68388200406526,2658,0.0923218924355702,1
"SpeedingPer1000Miles","anx",2676,-0.0146320303873627,0.0202160031766381,-0.0542727466521071,0.0250086858773817,-0.723784531468203,2654,0.469261816535761,1
"DecelerationPer1000Miles","anx",2682,0.0493349018074392,0.0198418103162383,0.0104279647345443,0.088241838880334,2.48641132140367,2660,0.0129647925436878,0.358560374183937
"DaysDriving","ang",2681,0.0190098519030912,0.0194094583146997,-0.0190493115763542,0.0570690153825366,0.979411768987606,2659,0.327465664429948,1
"Miles_n","ang",2680,-0.0112797304134488,0.0202026255387785,-0.050894187827081,0.0283347270001835,-0.558329925573167,2658,0.576666140223706,1
"Trips","ang",2679,0.0310489998865133,0.0193546195686414,-0.00690264568791782,0.0690006454609444,1.60421649086915,2657,0.108785189728433,1
"TripMinutes_n","ang",2680,0.014213485073575,0.0198760822754084,-0.024760667733329,0.0531876378804791,0.715104962669662,2658,0.474606992347971,1
"TripChains","ang",2681,0.0399494128056005,0.0198525323244195,0.00102144475180762,0.0788773808593934,2.01230816063002,2659,0.0442881244528968,0.758242401815079
"MilesPerTrip_n","ang",2678,-0.0475700380273712,0.0203703323086375,-0.0875133581180532,-0.00762671793668923,-2.33526077565266,2656,0.0196039057086309,0.462101447999716
"MinutesPerTrip_n","ang",2676,-0.0243154950856736,0.0198998515700327,-0.0633362828697689,0.0147052926984218,-1.22189328900777,2654,0.221856498408219,1
"MilesPerChain_n","ang",2675,-0.03986333827775,0.0198784215511557,-0.0788421115363372,-0.000884565019162849,-2.00535732553838,2653,0.0450262505428309,0.761815852245065
"MinutesPerChain_n","ang",2675,-0.0272109189922563,0.0196203318521038,-0.0656836148526037,0.011261776868091,-1.3868735349315,2653,0.16559683974698,1
"Average_speed","ang",2678,-0.0852044305966515,0.0228462894681097,-0.130002749999725,-0.0404061111935782,-3.72946472185714,2656,0.000195900217748286,0.016007455941718
"LeftTurnCount","ang",2680,0.0180061817508674,0.019829363184767,-0.0208763616054203,0.056888725107155,0.908056480840483,2658,0.363930701931849,1
"RightToLeftTurnRatio_n","ang",2681,-0.0325099450375417,0.0212852884726106,-0.0742473423698884,0.00922745229480509,-1.52734340807148,2659,0.126794578231373,1
"TripsAMPeak","ang",2678,-0.025445228960713,0.0197076313451159,-0.0640890868575887,0.0131986289361626,-1.29113583033504,2656,0.196768943087126,1
"PercentTripsAMPeak_n","ang",2675,-0.0486755228141212,0.0197028029487991,-0.087309932831209,-0.0100411127970334,-2.47048721649464,2653,0.0135553510797441,0.369212938569117
"TripsPMPeak","ang",2681,0.0253670896758521,0.0197375057901292,-0.0133353278446881,0.0640695071963922,1.2852226591132,2659,0.198826419568294,1
"PercentTripsPMPeak_n","ang",2679,0.0171763072167224,0.0198087721296559,-0.021665866687197,0.0560184811206418,0.867106103512979,2657,0.385962176301669,1
"TripsAtNight","ang",2679,0.0534925172311014,0.0203482983561485,0.0135924094291098,0.0933926250330931,2.62884474636858,2657,0.00861690258327471,0.2766134118201
"PercentTripsAtNight_n","ang",2676,0.0346556873990171,0.0205011281545344,-0.00554411852603363,0.0748554933240679,1.69042830900757,2654,0.0910634707009969,1
"TripsLt15Miles","ang",2679,0.0403185143018074,0.0194336142653467,0.00221197140578395,0.0784250571978308,2.07467914878303,2657,0.0381123340426093,0.699116493099842
"PercentDistLt15Miles_n","ang",2676,0.0233695226184652,0.0206214024527529,-0.0170661241544506,0.063805169391381,1.13326543488052,2654,0.257205164412991,1
"TripsVgt60","ang",2681,-0.0298833041857457,0.0212505707115891,-0.0715526249689722,0.0117860165974809,-1.40623537086694,2659,0.159771092933852,1
"PercentTripsVgt60_n","ang",2677,-0.0480382519920955,0.0217572852211748,-0.0907011965115508,-0.00537530747264016,-2.20791571667881,2655,0.0273353426048837,0.57139462069225
"SpeedingPer1000Miles","ang",2673,-0.00621691261153307,0.0200657986420281,-0.045563119393169,0.0331292941701028,-0.309826323010721,2651,0.756717384767525,1
"DecelerationPer1000Miles","ang",2679,0.0125934016166061,0.0197139856704239,-0.0260629095741108,0.051249712807323,0.638805456549533,2657,0.523004558776664,1
