"XID","n_sessions","n_months","DaysDriving","Miles_n","Trips","TripMinutes_n","TripChains","MilesPerTrip_n","MinutesPerTrip_n","MilesPerChain_n","MinutesPerChain_n","Average_speed","LeftTurnCount","RightToLeftTurnRatio_n","TripsAMPeak","PercentTripsAMPeak_n","TripsPMPeak","PercentTripsPMPeak_n","TripsAtNight","PercentTripsAtNight_n","TripsLt15Miles","PercentDistLt15Miles_n","TripsVgt60","PercentTripsVgt60_n","SpeedingPer1000Miles","DecelerationPer1000Miles","LIFESATISFACTION","cog","phys","fati","socialrole","iso","info","emo","ins","dep","anx","ang","Age","GENDER","RACE_ETH","EDUCATION","INCOME","WORK","MARRIAGE","Site_BASSETT","Site_JHSPH","Site_UCDENVER","Site_UCSD","Site_UMTRI","EDUCATION_1st_to_8th_grade","EDUCATION_9th_to_12th_grade","EDUCATION_High_school_graduate","EDUCATION_Vocational_technical_business_or_trade_school_beyond_high_school","EDUCATION_Some_college_but_no_degree","EDUCATION_Associate_degree","EDUCATION_Bachelor_degree","EDUCATION_Master_professional_or_doctoral_degree","INCOME_Less_than_20K","INCOME_20K_to_49999","INCOME_50K_to_79999","INCOME_80K_to_99999","INCOME_100K_or_more","GENDER_Male","GENDER_Female","RACE_White","RACE_Black","RACE_American_Indian","RACE_Asian","RACE_Alaska_Native_Native_Hawaiian_Pacific_Islander","RACE_Other_Non_Hispanic","RACE_Hispanic","WORK_Not_working","WORK_Working","MARRIAGE_Married","MARRIAGE_Living_with_a_partner","MARRIAGE_Separated","MARRIAGE_Divorced","MARRIAGE_Widowed","MARRIAGE_Never_married"
1,0.0140408266910861,0.0185519243270423,-0.000285619825523523,0.0195843564209499,0.0166320325293019,0.0270766001682899,0.0262529584207951,0.00875620950402688,0.0136490578579774,-0.0141548865608062,-0.0137421604581963,-0.0109281972877399,0.0377979772110319,0.00786948524671789,-0.00557900406292719,-0.0209182036272986,0.0273821937883825,0.00987273883163749,0.0272009773027296,0.0165727292760093,0.0178908771255027,0.0146522445110308,0.012040606203793,0.00490745321455461,0.0162577854952677,0.000294502919763229,-0.0176471154866814,0.0213090083812264,0.0249470533561407,0.0100123896862754,0.0190243038215877,-0.0213592318504315,0.0000767290164787654,0.0120095002025898,-0.00172727995896873,0.00422865237926406,0.00522695328973577,-0.0039520595269132,0.00959304794693279,-0.0145853905170546,0.00328167639844613,0.0139453033911857,-0.017208009678161,-0.00872446365436075,0.00426418544207561,0.000669563458693846,-0.00877119115354008,0.00472017060071058,0.0184605586538301,-0.0145913965030808,-0.0286322710709703,-0.0106695984891025,-0.0151059492520409,0.0176125994726586,0.000813263225218514,0.00768723277206216,-0.00018114018248445,0.00437611270127891,-0.000809426703281986,0.0103594648916142,0.0209092626569443,-0.0240331278969381,-0.009900724775349,0.0145853905170546,-0.0145853905170546,-0.00509147975020626,0.00128955126485071,-0.0028365547801885,0.000836818114969267,0.0213171445501493,0.0302711778340305,-0.0171578042265376,0.00872446365436074,-0.00872446365436075,-0.00317150038885068,-0.000842632548452529,0.0151472134613273,-0.000663444312320429,-0.0111953107263479,0.0195493986390343
0.0140408266910861,1,0.891627270972425,0.0597496882318579,0.0469794031564564,0.0459507138383283,0.0150630976456855,0.0216077467911662,0.0266166246327633,-0.0217596724195132,0.016476904435407,-0.0190259991434434,0.0776900033667606,0.0143319335761158,-0.0333301845705475,0.0443656484425479,0.0262397998613742,0.00222923130514059,-0.0209879737949797,0.0148329069400277,-0.00800342106083832,0.0347588116341476,-0.0300965695252836,0.0362300228671663,0.0251312829831169,0.0115828644560218,-0.0440776034592944,0.0787661207654246,0.00214562022435714,-0.0839476163039442,-0.0344978605076633,-0.0324399995070385,-0.0176601479596387,0.0147472139108348,0.0000654613477092476,0.020506410066559,0.0232103033684386,0.00550449182581943,0.0127864461513978,-0.0223241410604735,-0.0122386349592215,-0.0277042647265018,0.0781961976610089,0.0620156187729167,0.0254295222413321,-0.00468015888013387,0.02681883938596,-0.0272765468071165,-0.103560121623329,0.0332927829782655,0.0676999150201587,-0.000446009352034265,-0.0519309599172479,-0.0247729621872463,-0.015900821896656,-0.0383402034574108,-0.0282661650988064,0.00701716019918173,0.0683035728449309,-0.0441180659930289,-0.041146891211368,-0.00250885218658561,0.0277658800113763,0.0362210687492224,0.0122386349592215,-0.0122386349592215,0.0412361449037618,-0.0364723011362639,-0.027496897717548,0.00847731257066207,-0.0169876494260567,0.0136187313798111,-0.026810575278512,-0.025429522241332,0.0254295222413321,0.00673752897976606,0.00330738758373857,0.0170837903798952,-0.0158962857510671,-0.0148477296655075,0.0237775872175027
0.0185519243270423,0.891627270972425,1,0.0810469611085704,0.0470087072614105,0.0556502756588676,0.0111397212861139,0.0282577714318771,0.0208202937132614,-0.0382997681610052,0.0118791182002277,-0.0254651129699651,0.0803790587182398,0.0192576916215914,-0.029929902280485,0.0400702461923514,0.0173128993192903,0.0112102192696361,-0.0195902391748544,-0.000876370329680197,-0.030705723835278,0.0463888091966527,-0.0220459083819462,0.0488300186432923,0.0305423829676882,0.0206063071672744,-0.0353366928056718,0.0868838353051118,-0.000525817321166004,-0.0770979857637137,-0.0402491910195909,-0.0370248356302586,-0.0322055142221516,0.0259507076333526,0.00235591613334502,0.0141860844625949,0.0219386044935353,0.00174248381566205,0.00612977149993351,-0.0132317428121087,-0.0270993488976315,-0.0408619152176266,0.0800186115781651,0.0670133870757914,0.00959291577899919,-0.0234868033573796,0.0233193446073952,-0.0384174592431389,-0.119143572737885,0.0526699187581273,0.078208450130893,-0.00690152263695134,-0.0415972161055753,-0.0227641875288559,-0.0263483903192092,-0.0529696329861232,-0.0155938600630412,0.0187301605696037,0.0627643001987405,-0.042011807359672,-0.0542031363629388,0.00597884226532978,0.0301185551715548,0.0372186014150695,0.0270993488976315,-0.0270993488976316,0.0533287882659091,-0.0396214108203449,-0.0311395836232833,-0.00105375239319768,-0.00964707995435514,0.00443012020984366,-0.0342736598136477,-0.00959291577899913,0.00959291577899919,0.0250168712184892,0.0073254162447468,0.00561074572792289,-0.02226959483596,-0.0326475169842345,0.0233857309259754
-0.000285619825523523,0.0597496882318579,0.0810469611085704,1,0.537693522810497,0.810276510565778,0.680511496459557,0.598273116115971,-0.0591164584663146,-0.0440820117819424,-0.0694689946612648,-0.0556820993581454,-0.0375749024798603,0.73874637600471,-0.0228647587073638,0.496430189109058,0.146988967875524,0.557557689800275,0.100029361815349,0.460064673436117,0.202342636367553,0.771012111938412,0.0771507868581279,0.281764780843386,-0.087619948595873,0.00535181538174136,0.0161216830602947,-0.0320799050493891,0.00591910160640956,-0.117970644068328,-0.0477718708583517,-0.021061197877704,-0.0518607069090715,-0.0306361508016499,-0.0266630317324935,0.00367053810000838,-0.00715615292612128,0.00507536882432359,0.0377431703152146,-0.0493340278552196,-0.00737603464573362,-0.000412789048399875,-0.0186004762621904,-0.049837512819481,0.126146251656147,0.0431374505860731,-0.0156985713663849,0.0450978378808832,-0.0424808976707719,-0.0478325762256696,0.0587024250269855,-0.00889931003952838,-0.0325774342602298,0.0135809230220354,-0.0374146135754563,0.0487263243890479,0.0313746998517796,-0.00853731790488979,-0.0303621896257403,-0.0395050810617123,0.0322696619994095,0.0575460757653293,0.0135017000237676,-0.0746521544219011,0.00737603464573362,-0.00737603464573364,-0.030847325211085,0.0679838325220485,0.0122240937839268,-0.0514651570480771,0.00183534384362292,-0.0471876086387649,0.0266761515762064,-0.126146251656147,0.126146251656147,-0.0335006023941231,-0.00930275717962475,-0.00990955399880411,0.018274426743092,0.00854181409459096,0.0474290383955317
0.0195843564209499,0.0469794031564564,0.0470087072614105,0.537693522810497,1,0.594945121176943,0.859076211000685,0.531014874328741,0.66950183172736,0.5289377082209,0.339633644217252,0.104535737210917,0.557838759874361,0.591760578690189,-0.0775469463329093,0.384142222730628,0.120007651431656,0.459763746799766,0.131211116982044,0.384813520809265,0.206991845704489,0.353046600230146,-0.563347019171694,0.524760628145869,0.260599787071514,0.141737479637724,-0.0983218396493334,0.0214746312425048,-0.122604066171424,-0.109647694079483,-0.0539120591837938,-0.0312245485117924,-0.0648237337146966,-0.0626183247049944,-0.0823622695322404,-0.0870944018292858,-0.0841881254913961,-0.0609825987390782,0.0152838007615447,-0.141289648274673,-0.114561906754343,-0.0431369656255096,0.0119633653220883,0.0533826031684786,0.140787738779511,-0.107498795507198,0.187526459599876,0.023503744174466,-0.103338156264536,-0.176320245675447,0.0638154283230721,-0.0261653501579876,-0.0220210104063378,-0.024177889753113,-0.0133842485380759,0.0399893346176349,0.0361705447903878,-0.0291622633905006,0.0044888736528302,-0.0638929142010873,-0.0497651419289894,0.0310535537801732,0.0512946231539305,0.00361400151836969,0.114561906754343,-0.114561906754343,0.043426485672619,-0.0126723522880026,0.0136559179627825,-0.0525473530756417,0.00526339071506888,-0.0455953322070043,-0.00593681562365616,-0.140787738779511,0.140787738779511,0.10020553719514,0.0178805482021964,-0.0325890684618165,-0.0577299527930727,-0.0473823859094442,-0.0576827253989046
0.0166320325293019,0.0459507138383283,0.0556502756588676,0.810276510565778,0.594945121176943,1,0.774502059763266,0.815544567693573,-0.123918895279827,-0.129845561614075,-0.219622826165998,-0.22870791460157,-0.055892279802625,0.828922521776407,-0.0519680287848009,0.599481227368846,0.12674972815721,0.713056560452112,0.108088516951496,0.579121705172329,0.213249066981998,0.93445069475101,0.0298445234245954,0.289524889875989,-0.131274699320413,0.0336759681143907,0.0113501825115792,-0.0221388897083635,-0.0079936329051679,-0.127645281143511,-0.0556897335895541,-0.0208226375563599,-0.0681179952050682,-0.0414670846921122,-0.0484943682230918,-0.0231821384951966,-0.0245767111796618,0.00123005208540692,0.0265467047571929,-0.0715329690139565,-0.0547293258359265,0.0310618674795077,-0.0315595250368581,-0.0383287817535752,0.10679421771896,-0.00575686182132566,0.0329759052155115,0.0481204401134382,-0.0644558817440938,-0.0489880795225199,0.0301044457317915,-0.0114134457334066,-0.0202672586216885,0.0162629319499652,-0.0294914774023978,0.0549297411452908,0.0354586252332718,-0.0158855252768322,-0.0374867946623992,-0.000416683860930279,0.0126623590054731,0.0315714227390913,0.0164936796041007,-0.0523605809122914,0.0547293258359265,-0.0547293258359265,-0.0804020691574741,0.110670187116527,0.0176953306659159,-0.0378133128647944,0.00635439591329384,-0.0249486330450548,0.034395360025563,-0.10679421771896,0.10679421771896,0.00959276917533537,0.00136031396174332,-0.0198932981101186,-0.00667183995002411,-0.00824032523114221,0.012041598511737
0.0270766001682899,0.0150630976456855,0.0111397212861139,0.680511496459557,0.859076211000685,0.774502059763266,1,0.692881008453644,0.359360763615703,0.475795392895532,0.0993902778110564,0.0601770292190217,0.11463369964594,0.827208456790426,-0.0536340655678267,0.468232021282264,0.106522390928675,0.627225780552473,0.187847795777302,0.567114063538362,0.308189874171618,0.623116103207036,-0.270274861817606,0.407868445886739,0.0745873197453939,0.0647371690317223,-0.0313815434194839,-0.0509643227352526,-0.0223019146438527,-0.0569675548552204,-0.0391464818889562,0.00808645576036168,-0.0757934370703237,-0.0464572675110706,-0.071922154289099,-0.0593959904509318,-0.0451379089611989,-0.0212618341043015,0.0225684647164928,-0.132956204778028,-0.0617029699985956,0.0325952570260845,-0.0422001196933858,-0.0130066510053834,0.145218448258333,-0.0291574918096536,-0.000763346971796322,0.168743387731905,-0.0341699960563747,-0.153476333368747,0.0174828193241202,-0.00461977557017216,0.00703940669132017,0.000576685639953949,-0.0246960968308731,0.0756113966607455,0.0517630820631212,-0.0508836341327388,-0.0305450785645195,-0.0182707002402741,-0.00618853616607834,0.0307236627390464,0.0342173395506304,-0.0408035393715021,0.0617029699985956,-0.0617029699985956,-0.130817761701452,0.188489547627627,0.0487615722385251,-0.0503548568805391,0.00960733003412749,-0.0455321766752578,0.0261242542018922,-0.145218448258333,0.145218448258333,0.0227928293408751,0.0114508960615315,-0.000422458501169341,-0.0076869816913857,-0.0209880746434479,-0.0163222175919396
0.0262529584207951,0.0216077467911662,0.0282577714318771,0.598273116115971,0.531014874328741,0.815544567693573,0.692881008453644,1,-0.0478165943453104,-0.0224316659313607,-0.485087887684934,-0.562632253146011,-0.039266095881613,0.715299212675105,-0.0803576774101259,0.439758325319613,0.0479535374283183,0.632996725101663,0.138737809820932,0.489129298848346,0.180362945849448,0.757129892932968,-0.00811399717027996,0.248342914321212,-0.0961660501117308,0.0134544484470215,-0.00263667364003475,-0.0900478685631405,0.0154222220724063,-0.0801756749229899,-0.0116703575338271,0.00738863973175033,-0.0470362686946419,0.0120026092589836,-0.000569876205563508,0.0331194813871691,0.00495835099574537,0.0109354574537537,0.0210387671261112,-0.103318184122126,0.00749645486677236,0.0768087031349806,-0.105475344247494,-0.126694835944096,0.137853251959024,0.0637759243884555,0.0541339631028437,0.110034796950599,-0.0849258744658728,-0.0834131634373711,0.00170193931603148,-0.00521749269712495,-0.00188324934954854,0.0500011987205554,0.00600466617972904,0.0827434162331959,0.0562459587545959,-0.0133874105723328,-0.106671394399582,0.0488758597392703,0.0772913639917397,0.0395230826119995,-0.0242197332555918,-0.10665158825971,-0.00749645486677236,0.00749645486677232,-0.160228763442992,0.18826865888924,0.0231979144371857,-0.0241063215167509,0.0141093645265349,0.00216770485169748,0.0470644605255907,-0.137853251959024,0.137853251959024,-0.0712024524424126,0.0191518914391921,0.0224814511468819,0.0437953531721474,0.0242252560188349,0.0232868541250034
0.00875620950402688,0.0266166246327633,0.0208202937132614,-0.0591164584663146,0.66950183172736,-0.123918895279827,0.359360763615703,-0.0478165943453104,1,0.815063843737777,0.651934864664685,0.341800359723095,0.784739304348539,-0.00611015569267794,-0.058459747258099,-0.0492518301764809,0.0403311968272719,-0.0597451780857796,0.0657668636503913,-0.0173287022311436,0.0750479659016847,-0.355201732999285,-0.768799756041983,0.37716665781675,0.476399289987323,0.148436686044498,-0.132499509172954,0.0645159161520419,-0.149097508364704,-0.0453491783946688,-0.0326721416762422,-0.0369929491019293,-0.0334848751116088,-0.0401782855322704,-0.067208951560738,-0.0886353068010539,-0.0871475754207774,-0.0868558326297627,-0.00680300600206935,-0.11314528894795,-0.112861551351935,-0.0800525612602973,0.0229379520775036,0.0926106927817321,0.099139298704855,-0.123244752541191,0.222548351423631,-0.00519061469497212,-0.0853714005537771,-0.184286938017065,0.0480095233934942,-0.0186252764570635,-0.0131109954905051,-0.0221789596341661,0.0202050621084414,0.00746204651761133,0.0131791434109112,-0.0452246269725255,0.0382026386021941,-0.0694384381954911,-0.0657601626347329,0.00635243276294664,0.0398833944368106,0.0512868174250153,0.112861551351935,-0.112861551351935,0.11827826565157,-0.103142342729065,0.0108173857792297,-0.0390009816358873,-0.00336511806905054,-0.0349028801916451,-0.0365048709159646,-0.099139298704855,0.099139298704855,0.110850418013519,0.0303606226002805,-0.0201047444246436,-0.0701632714071129,-0.055645800048514,-0.0657870224583851
0.0136490578579774,-0.0217596724195132,-0.0382997681610052,-0.0440820117819424,0.5289377082209,-0.129845561614075,0.475795392895532,-0.0224316659313607,0.815063843737777,1,0.515665799098387,0.438450285871579,0.324063755235209,0.130754299066263,-0.021654488100056,-0.0849726803093165,-0.0158914944103892,-0.00462726417281048,0.154719065666721,0.08633868190261,0.185269768526847,-0.28245916950099,-0.525489758651402,0.244784825648987,0.333224047248162,0.0615093754739079,-0.0749071130398731,-0.0273104234313236,-0.0280945423165112,0.0705236119072,0.0115499138668971,0.0323695069671331,-0.0355167567328354,-0.00980059886927745,-0.0522005581551297,-0.0622651546107714,-0.0442108626543767,-0.0406314843793338,0.00172347034841045,-0.108309079573073,-0.0381110810655709,-0.00718925209041991,-0.0332240490861824,0.0276096532300924,0.103508962791561,-0.0394831866483472,-0.0136198563356071,0.195890745136735,0.0273241423944615,-0.198435091922601,-0.0119321427734468,-0.000513328079237355,0.0277242133881936,-0.00193129859597246,0.00880567077421383,0.0512484773830653,0.0224920242375937,-0.0734368039146414,0.00622883236570529,-0.0270060320554139,-0.0250013343122423,0.0100142006383169,0.0251320606024118,0.0052747245575142,0.0381110810655709,-0.0381110810655709,-0.0660914748254851,0.115995235534198,0.0484146837134473,-0.034283958994072,0.00376554881126269,-0.0435653651665013,-0.010382522609817,-0.103508962791561,0.103508962791561,0.0224404124853488,0.0279162880988555,0.036463418362247,-0.0133370877999224,-0.0255923751206041,-0.0330926232889186
