subject,fold_reduced,error_reduced,best_alpha_reduced,fold_full,error_full,best_alpha_full,diff
1018,8.0,0.6985166766920913,103.03686868686869,8.0,0.7775193308019963,78.79525252525252,0.07900265410990504
1026,2.0,1.845266821197716,72.73484848484848,2.0,1.985688722707161,54.55363636363636,0.140421901509445
1030,4.0,1.9260774622344456,63.64424242424242,4.0,2.21470765569358,45.4630303030303,0.28863019345913443
1033,8.0,0.04822847167333645,103.03686868686869,8.0,0.10108763363029974,78.79525252525252,0.05285916195696329
1046,1.0,1.4270242829156878,148.489898989899,1.0,2.0097306389632683,69.70464646464647,0.5827063560475805
1047,4.0,0.46941695957283514,63.64424242424242,4.0,0.28108401962053436,45.4630303030303,-0.18833293995230077
1056,2.0,4.7017238738230466e-05,72.73484848484848,2.0,0.0039934524589012,54.55363636363636,0.003946435220162969
1066,8.0,0.6735951249130744,103.03686868686869,8.0,0.7863607714840881,78.79525252525252,0.11276564657101373
1071,5.0,3.7525022886134565,139.39929292929293,5.0,2.9453200665571897,57.58383838383838,-0.8071822220562668
1072,0.0,1.7896094487568788,66.67444444444445,0.0,1.0620622118561158,72.73484848484848,-0.727547236900763
1074,1.0,0.040100412138357446,148.489898989899,1.0,0.00018749429496983444,69.70464646464647,-0.03991291784338761
1075,2.0,1.1235341358450912,72.73484848484848,2.0,0.992639484657534,54.55363636363636,-0.13089465118755716
1079,7.0,0.08115205287915957,93.94626262626262,7.0,0.01113128875611544,69.70464646464647,-0.07002076412304413
1085,5.0,0.42795225350377186,139.39929292929293,5.0,0.4878057826497905,57.58383838383838,0.05985352914601866
1089,1.0,0.7555487188813682,148.489898989899,1.0,0.388113064225399,69.70464646464647,-0.3674356546559692
1091,3.0,0.07238390696226749,248.48656565656563,3.0,0.16054553177215805,63.64424242424242,0.08816162480989057
1094,5.0,1.5443609424832911,139.39929292929293,5.0,1.4869019926070732,57.58383838383838,-0.05745894987621791
1101,2.0,0.01577965596884798,72.73484848484848,2.0,0.07095920028373404,54.55363636363636,0.05517954431488606
1104,2.0,0.16951960823508008,72.73484848484848,2.0,0.1299452888156583,54.55363636363636,-0.03957431941942177
1107,4.0,0.41073455256225855,63.64424242424242,4.0,0.3316124623156617,45.4630303030303,-0.07912209024659683
1120,2.0,0.019341197837244844,72.73484848484848,2.0,0.07701429474969024,54.55363636363636,0.05767309691244539
1134,8.0,1.0065109113764983,103.03686868686869,8.0,0.9800935196237572,78.79525252525252,-0.02641739175274105
1139,1.0,0.9136818537991354,148.489898989899,1.0,0.3940104010435029,69.70464646464647,-0.5196714527556325
1141,1.0,0.38788665803549494,148.489898989899,1.0,0.9071053976262167,69.70464646464647,0.5192187395907217
1158,9.0,1.96077383669393,112.12747474747475,9.0,1.911488155678006,72.73484848484848,-0.04928568101592412
1162,9.0,7.847310090125405,112.12747474747475,9.0,7.758723433692594,72.73484848484848,-0.0885866564328115
1168,8.0,0.1341201841950226,103.03686868686869,8.0,0.12376669691393663,78.79525252525252,-0.010353487281085982
1172,1.0,1.6613282619048213,148.489898989899,1.0,1.2815832916396537,69.70464646464647,-0.3797449702651676
1181,7.0,0.5123782578552749,93.94626262626262,7.0,0.4285285068056233,69.70464646464647,-0.08384975104965159
1210,5.0,0.06702211282146527,139.39929292929293,5.0,0.188392542523022,57.58383838383838,0.12137042970155675
1221,2.0,1.1091717006303128,72.73484848484848,2.0,1.3309528814571534,54.55363636363636,0.22178118082684062
1223,3.0,0.9859692381845653,248.48656565656563,3.0,0.6931533677596728,63.64424242424242,-0.29281587042489243
1230,5.0,0.11314923363914788,139.39929292929293,5.0,0.21974349959195433,57.58383838383838,0.10659426595280645
1252,0.0,0.027644669530921803,66.67444444444445,0.0,4.2474362336915447e-07,72.73484848484848,-0.027644244787298433
1279,3.0,1.4606567908647194,248.48656565656563,3.0,1.1567276398071311,63.64424242424242,-0.30392915105758833
1296,5.0,0.290788257149182,139.39929292929293,5.0,0.29685677803458266,57.58383838383838,0.006068520885400663
1298,4.0,0.313658807017685,63.64424242424242,4.0,0.47419215200279896,45.4630303030303,0.16053334498511396
1314,1.0,3.271991403280707,148.489898989899,1.0,3.7161373412573555,69.70464646464647,0.4441459379766486
1318,6.0,0.05027135459457398,130.30868686868686,6.0,0.018477785181068518,63.64424242424242,-0.03179356941350546
1319,2.0,1.3053766183360112,72.73484848484848,2.0,1.245963717406642,54.55363636363636,-0.05941290092936913
1321,2.0,0.0020176291157397827,72.73484848484848,2.0,0.008566933605671434,54.55363636363636,0.006549304489931651
1323,1.0,0.5933188176700264,148.489898989899,1.0,0.43582275887269467,69.70464646464647,-0.1574960587973317
1327,4.0,1.3385277578027515,63.64424242424242,4.0,1.2492194351567567,45.4630303030303,-0.08930832264599475
1330,3.0,2.342541280897704,248.48656565656563,3.0,2.5153419848922876,63.64424242424242,0.17280070399458358
1332,6.0,0.2277790705415002,130.30868686868686,6.0,0.13971652938983598,63.64424242424242,-0.08806254115166423
1335,4.0,0.2292455770389205,63.64424242424242,4.0,0.15558714795532927,45.4630303030303,-0.07365842908359124
1338,7.0,0.1225677185581591,93.94626262626262,7.0,0.05924889071870705,69.70464646464647,-0.06331882783945204
1343,2.0,2.190783522066474,72.73484848484848,2.0,1.9041460156802053,54.55363636363636,-0.28663750638626895
1363,2.0,0.8123005230081535,72.73484848484848,2.0,0.7827204563479911,54.55363636363636,-0.02958006666016233
1365,6.0,0.08950928163626169,130.30868686868686,6.0,0.3239072068050856,63.64424242424242,0.2343979251688239
