subject,fold_reduced,error_reduced,best_alpha_reduced,fold_full,error_full,best_alpha_full,diff
1018,8.0,0.569502180509059,28.792121212121213,8.0,0.709613454705989,46.97030303030303,0.14011127419693004
1026,2.0,0.7815969328654502,16.673333333333336,2.0,0.8268031458957865,24.752525252525253,0.04520621303033634
1030,4.0,0.9563882327427999,20.2079797979798,4.0,0.817306689717436,31.316868686868688,-0.1390815430253639
1033,8.0,0.17820201610127984,28.792121212121213,8.0,0.16464228298340422,46.97030303030303,-0.013559733117875616
1046,1.0,0.8529614864919737,18.693131313131314,1.0,1.103761327081042,27.782222222222224,0.25079984058906835
1047,4.0,0.6533064760792262,20.2079797979798,4.0,0.5434647016680716,31.316868686868688,-0.10984177441115461
1056,2.0,0.979307073911188,16.673333333333336,2.0,0.8458403953884802,24.752525252525253,-0.13346667852270777
1066,8.0,1.7281115959795346,28.792121212121213,8.0,1.7056039558426956,46.97030303030303,-0.022507640136838925
1071,5.0,0.1597467905925082,22.227777777777778,5.0,0.2218840878632206,30.81191919191919,0.062137297270712405
1072,0.0,1.5193197177516011,25.25747474747475,0.0,1.780278579791048,39.3960606060606,0.26095886203944696
1074,1.0,0.058545588464498304,18.693131313131314,1.0,0.03865504862345196,27.782222222222224,-0.019890539841046342
1075,2.0,1.5636302895908012,16.673333333333336,2.0,1.4226386493288694,24.752525252525253,-0.14099164026193178
1079,7.0,3.2150905295612953,22.227777777777778,7.0,2.869877148149793,32.32676767676767,-0.34521338141150215
1085,5.0,0.01314881113128208,22.227777777777778,5.0,0.024863325228415053,30.81191919191919,0.011714514097132972
1089,1.0,2.44864213872089,18.693131313131314,1.0,2.3214963049157333,27.782222222222224,-0.12714583380515654
1091,3.0,0.8790041456928397,26.77232323232323,3.0,1.1076008378188558,40.405959595959594,0.22859669212601608
1094,5.0,1.8426264494679638,22.227777777777778,5.0,1.579030853802746,30.81191919191919,-0.26359559566521784
1101,2.0,0.12267271350222074,16.673333333333336,2.0,0.038356775295355715,24.752525252525253,-0.08431593820686503
1104,2.0,0.760696286517285,16.673333333333336,2.0,0.9625749749726438,24.752525252525253,0.20187868845535872
1107,4.0,0.9965785821831634,20.2079797979798,4.0,1.1571642351727258,31.316868686868688,0.1605856529895624
1120,2.0,2.4272788219086614,16.673333333333336,2.0,2.530701309663977,24.752525252525253,0.10342248775531582
1134,8.0,0.6077072130522962,28.792121212121213,8.0,0.6109382811206676,46.97030303030303,0.0032310680683713677
1139,1.0,1.2318802772675128,18.693131313131314,1.0,1.1199302086044003,27.782222222222224,-0.11195006866311252
1141,1.0,14.50806805721575,18.693131313131314,1.0,15.896441314803665,27.782222222222224,1.388373257587915
1158,9.0,1.5704938750656185,28.287171717171717,9.0,1.2551650755441839,38.89111111111111,-0.31532879952143467
1162,9.0,0.03254291396562214,28.287171717171717,9.0,0.02883688250184607,38.89111111111111,-0.003706031463776068
1168,8.0,0.07420116616568388,28.792121212121213,8.0,0.16440620527323774,46.97030303030303,0.09020503910755386
1172,1.0,1.3172155602232813,18.693131313131314,1.0,1.3909717527193657,27.782222222222224,0.07375619249608434
1181,7.0,0.009576161952404053,22.227777777777778,7.0,0.030704618770626992,32.32676767676767,0.021128456818222938
1210,5.0,0.9655338212378919,22.227777777777778,5.0,1.0855725995502974,30.81191919191919,0.1200387783124055
1221,2.0,1.6632142742771743,16.673333333333336,2.0,1.6680278475220958,24.752525252525253,0.004813573244921487
1223,3.0,1.1070193214348036,26.77232323232323,3.0,1.0112665052432144,40.405959595959594,-0.09575281619158926
1230,5.0,1.5274360705595074,22.227777777777778,5.0,1.2510918408424248,30.81191919191919,-0.2763442297170826
1252,0.0,0.6975536774310094,25.25747474747475,0.0,0.7115177587870711,39.3960606060606,0.013964081356061753
1279,3.0,13.404331832796464,26.77232323232323,3.0,13.379819876290416,40.405959595959594,-0.024511956506048094
1296,5.0,0.37620823567551614,22.227777777777778,5.0,0.5010454557944454,30.81191919191919,0.12483722011892923
1298,4.0,0.9615595707705655,20.2079797979798,4.0,1.286740302767216,31.316868686868688,0.32518073199665043
1314,1.0,0.07722550086716665,18.693131313131314,1.0,0.16589242026337433,27.782222222222224,0.08866691939620769
1318,6.0,0.8249181934419396,25.25747474747475,6.0,0.5100980900647382,41.41585858585858,-0.31482010337720145
1319,2.0,1.9331014798930044,16.673333333333336,2.0,1.9447665670264296,24.752525252525253,0.011665087133425178
1321,2.0,1.02092929633059,16.673333333333336,2.0,0.8761747566042615,24.752525252525253,-0.14475453972632857
1323,1.0,0.045262312883060034,18.693131313131314,1.0,0.05041756681573937,27.782222222222224,0.005155253932679335
1327,4.0,0.11177862188871929,20.2079797979798,4.0,0.1389474416192249,31.316868686868688,0.02716881973050561
1330,3.0,1.6213340839453436,26.77232323232323,3.0,1.6333895346319212,40.405959595959594,0.01205545068657754
1332,6.0,1.6752300632185806,25.25747474747475,6.0,1.4444719213745478,41.41585858585858,-0.23075814184403276
1335,4.0,0.05937897277034173,20.2079797979798,4.0,0.11967044033239686,31.316868686868688,0.06029146756205513
1338,7.0,0.025678956651315706,22.227777777777778,7.0,0.003721089723752484,32.32676767676767,-0.02195786692756322
1343,2.0,0.17797749653214145,16.673333333333336,2.0,0.21054689462725193,24.752525252525253,0.032569398095110474
1363,2.0,0.10486796844648738,16.673333333333336,2.0,0.12063195202324477,24.752525252525253,0.015763983576757387
1365,6.0,1.4206249794017272,25.25747474747475,6.0,0.9723843017637236,41.41585858585858,-0.44824067763800357
